,Wd,We,"theta(Wd,We)"
18.62,1.3136315278601955,1.270783346125578,-0.22319541726326944
18.69,1.3137128174390111,1.2707659117395935,-0.2236462559121829
18.76,1.313794107017827,1.2707484773536089,-0.22409709456109636
18.83,1.3138753965966425,1.2707310429676246,-0.2245479332100098
18.9,1.312936037660912,1.2727191721477205,-0.2219872520274166
18.97,1.3119966787251816,1.274707301327816,-0.21942657084482337
19.04,1.3110573197894513,1.2766954305079115,-0.21686588966223014
19.11,1.310117960853721,1.2786835596880073,-0.21430520847963688
19.18,1.3091786019179907,1.2806716888681031,-0.21174452729704366
19.25,1.3082392429822602,1.2826598180481987,-0.20918384611445046
19.32,1.30729988404653,1.2846479472282946,-0.20662316493185726
19.39,1.3063605251107993,1.2866360764083902,-0.20406248374926403
19.46,1.305421166175069,1.2886242055884858,-0.20150180256667077
19.53,1.3044818072393385,1.2906123347685814,-0.19894112138407757
19.6,1.3035424483036082,1.2926004639486772,-0.19638044020148437
19.67,1.3026030893678777,1.2945885931287728,-0.19381975901889112
19.74,1.3016637304321474,1.2965767223088687,-0.19125907783629803
19.81,1.3007243714964172,1.2985648514889643,-0.18869839665370483
19.88,1.2997850125606867,1.3005529806690599,-0.18613771547111158
19.95,1.2988456536249564,1.3025411098491557,-0.18357703428851838
20.02,1.297906294689226,1.3045292390292513,-0.18101635310592515
20.09,1.2969669357534954,1.306517368209347,-0.17845567192333192
20.16,1.296027576817765,1.3085054973894428,-0.17589499074073872
20.23,1.2950882178820347,1.3104936265695384,-0.1733343095581455
20.3,1.2941488589463044,1.3124817557496342,-0.17077362837555227
20.37,1.2932095000105739,1.3144698849297296,-0.16821294719295904
20.44,1.2922701410748436,1.3164580141098254,-0.1656522660103658
20.51,1.2913307821391131,1.3184461432899213,-0.1630915848277726
20.58,1.2903914232033828,1.3204342724700167,-0.16053090364517952
20.65,1.2894520642676524,1.3224224016501125,-0.1579702224625863
20.72,1.288512705331922,1.3244105308302083,-0.15540954127999304
20.79,1.2875733463961914,1.3263986600103037,-0.15284886009739984
20.86,1.286633987460461,1.3283867891903995,-0.15028817891480664
20.93,1.2856946285247308,1.3303749183704954,-0.14772749773221341
21.0,1.2847552695890005,1.332363047550591,-0.1451668165496202
21.07,1.28381591065327,1.3343511767306868,-0.14260613536702696
21.14,1.2828765517175396,1.3363393059107822,-0.14004545418443376
21.21,1.2819371927818093,1.338327435090878,-0.1374847730018405
21.28,1.280997833846079,1.3403155642709736,-0.1349240918192473
21.35,1.2800584749103487,1.3423036934510695,-0.13236341063665408
21.42,1.2791191159746182,1.344291822631165,-0.12980272945406082
21.49,1.2781797570388875,1.3462799518112607,-0.12724204827146776
21.56,1.2772403981031573,1.3482680809913565,-0.12468136708887453
21.63,1.276301039167427,1.3502562101714521,-0.12212068590628132
21.7,1.2753616802316965,1.3522443393515478,-0.11956000472368811
21.77,1.274422321295966,1.3542324685316436,-0.11699932354109487
21.84,1.2734829623602357,1.3562205977117392,-0.11443864235850164
21.91,1.2725436034245055,1.358208726891835,-0.11187796117590842
21.98,1.2716042444887752,1.3601968560719306,-0.1093172799933152
22.05,1.2706648855530447,1.3621849852520262,-0.10675659881072197
22.12,1.2697255266173142,1.3641731144321219,-0.10419591762812876
22.19,1.268786167681584,1.3661612436122177,-0.10163523644553554
22.26,1.2678468087458532,1.3681493727923133,-0.09907455526294233
22.33,1.266907449810123,1.3701375019724087,-0.09651387408034923
22.4,1.2659680908743927,1.3721256311525047,-0.093953192897756
22.47,1.2650287319386622,1.3741137603326004,-0.09139251171516279
22.54,1.264089373002932,1.376101889512696,-0.08883183053256956
22.61,1.2631500140672014,1.3780900186927918,-0.08627114934997633
22.68,1.2622106551314711,1.3800781478728872,-0.08371046816738312
22.75,1.2612712961957409,1.382066277052983,-0.0811497869847899
22.82,1.2603319372600104,1.3840544062330788,-0.07858910580219669
22.89,1.2593925783242796,1.3860425354131747,-0.07602842461960346
22.96,1.2584532193885494,1.3880306645932703,-0.07346774343701022
23.03,1.257513860452819,1.3900187937733661,-0.07090706225441701
23.1,1.2565745015170888,1.3920069229534617,-0.0683463810718238
23.17,1.2556351425813583,1.3939950521335573,-0.06578569988923058
23.24,1.2546957836456278,1.3959831813136527,-0.06322501870663748
23.31,1.2537564247098976,1.3979713104937486,-0.06066433752404426
23.38,1.252817065774167,1.3999594396738442,-0.058103656341451024
23.45,1.251877706838437,1.40194756885394,-0.0555429751588578
23.52,1.2509383479027065,1.4039356980340358,-0.05298229397626459
23.59,1.238265758187505,1.3844779505859697,-0.05042161279367137
23.66,1.2255931684723034,1.365020203137904,-0.047860931611078135
23.73,1.2129205787571016,1.345562455689838,-0.04530025042848492
23.8,1.2002479890419002,1.3261047082417723,-0.04273956924589169
23.87,1.1875753993266986,1.3066469607937066,-0.04017888806329848
23.94,1.1749028096114973,1.2871892133456408,-0.037618206880705274
24.01,1.1622302198962957,1.2677314658975747,-0.03505752569811206
24.08,1.1495576301810948,1.2482737184495103,-0.03249684451551895
24.15,1.1368850404658932,1.2288159710014441,-0.02993616333292572
24.22,1.1242124507506916,1.2093582235533784,-0.0273754821503325
24.29,1.11153986103549,1.1899004761053125,-0.024814800967739283
24.36,1.0988672713202887,1.1704427286572467,-0.022254119785146048
24.43,1.086194681605087,1.150984981209181,-0.019693438602552845
24.5,1.0735220918898856,1.1315272337611153,-0.01713275741995961
24.57,1.0608495021746842,1.1120694863130491,-0.014572076237366408
24.64,1.0481769124594826,1.0926117388649834,-0.012011395054773203
24.71,1.035504322744281,1.0731539914169175,-0.00945071387217997
24.78,1.0228317330290795,1.0536962439688518,-0.006890032689586738
24.85,1.010159143313878,1.034238496520786,-0.004329351506993505
24.92,0.9974865535986764,1.01478074907272,-0.0017686703244002727
24.99,0.9848139638834755,0.9953230016246553,0.0007920108581928192
25.06,0.9721413741682742,0.9758652541765894,0.003352692040786024
25.13,0.9594687844530725,0.9564075067285237,0.005913373223379228
25.2,0.946796194737871,0.9369497592804578,0.008474054405972433
25.27,0.9341236050226694,0.9174920118323918,0.011034735588565665
25.34,0.9214510153074679,0.8980342643843261,0.013595416771158926
25.41,0.9087784255922664,0.8785765169362603,0.01615609795375213
25.48,0.8961058358770648,0.8591187694881944,0.018716779136345365
25.55,0.8834332461618633,0.8396610220401287,0.021277460318938596
25.62,0.8707606564466618,0.8202032745920628,0.0238381415015318
25.69,0.8580880667314602,0.800745527143997,0.026398822684125033
25.76,0.8454154770162587,0.7812877796959312,0.028959503866718236
25.83,0.8327428873010577,0.7618300322478664,0.031520185049311304
25.9,0.8200702975858561,0.7423722847998006,0.03408086623190456
25.97,0.8073977078706547,0.7229145373517346,0.036641547414497794
26.04,0.7947251181554531,0.7034567899036688,0.039202228597091
26.11,0.7820525284402516,0.6839990424556031,0.041762909779684235
26.18,0.7693799387250501,0.6645412950075371,0.044323590962277434
26.25,0.7567073490098485,0.6450835475594713,0.04688427214487067
26.32,0.744034759294647,0.6256258001114056,0.0494449533274639
26.39,0.7313621695794454,0.6061680526633396,0.05200563451005711
26.46,0.7186895798642439,0.5867103052152738,0.05456631569265034
26.53,0.7060169901490424,0.5672525577672081,0.05712699687524357
26.6,0.6933444004338409,0.5477948103191421,0.05968767805783675
26.67,0.6806718107186395,0.5283370628710764,0.06224835924042998
26.74,0.6679992210034384,0.5088793154230115,0.0648090404230231
26.81,0.6553266312882369,0.4894215679749457,0.0673697216056163
