,Wd,We,"theta(Wd,We)","x(Wd,We)","y(Wd,We)"
0.0,0.19990886845853487,-0.6014464661228908,-0.011699780386322947,-0.05720575131610583,0.7339475742607078
0.07,0.25410716887457613,-0.48216361734478297,-0.008941077895416339,-0.051780600220717184,0.733739447305512
0.14,0.3083054692906174,-0.3628807685666752,-0.006272270145811121,-0.04635544912532853,0.7335313203503161
0.21,0.36250376970665865,-0.24359791978856743,-0.0036923593881976356,-0.04093029802993989,0.7333231933951202
0.28,0.41670207012269994,-0.12431507101045958,-0.001200347873266209,-0.03550514693455124,0.7331150664399242
0.35,0.4709003705387411,-0.005032222232352002,0.0012047621482928392,-0.030079995839162595,0.7329069394847285
0.42,0.5250986709547825,0.11425062654575585,0.0035239684257891775,-0.024654844743773944,0.7326988125295326
0.49,0.5792969713708237,0.2335334753238636,0.005758268708532472,-0.019229693648385296,0.7324906855743367
0.56,0.6334952717868649,0.3528163241019715,0.007908660745832397,-0.013804542552996645,0.7322825586191409
0.63,0.6876935722029062,0.47209917288007913,0.009976142286998628,-0.008379391457607993,0.732074431663945
0.7,0.7418918726189475,0.5913820216581869,0.01196171108134082,-0.0029542403622193625,0.7318663047087491
0.77,0.7960901730349887,0.7106648704362948,0.013866364878168662,0.002470910733169289,0.7316581777535534
0.84,0.85028847345103,0.8299477192144025,0.015691101426791823,0.00789606182855794,0.7314500507983573
0.91,0.9044867738670714,0.9492305679925104,0.017436918476519965,0.013321212923946599,0.7312419238431616
0.98,0.9586850742831126,1.0685134167706178,0.019104813776662767,0.018746364019335243,0.7310337968879657
1.05,1.012883374699154,1.1877962655487257,0.0206957850765299,0.024171515114723888,0.7308256699327698
1.12,1.0670816751151952,1.3070791143268337,0.02221083012543103,0.029596666210112525,0.7306175429775739
1.19,1.1212799755312362,1.4263619631049411,0.023650946672675838,0.03502181730550118,0.7304094160223781
1.26,1.1754782759472775,1.545644811883049,0.02501713246757398,0.04044696840088983,0.7302012890671822
1.33,1.2296765763633188,1.664927660661157,0.026310385259435146,0.04587211949627848,0.7299931621119862
1.4,1.2838748767793602,1.7842105094392644,0.027531702797569,0.05129727059166712,0.7297850351567905
1.47,1.3380731771954015,1.9034933582173723,0.02868208283128521,0.056722421687055775,0.7295769082015946
1.54,1.3922714776114427,1.9260158318296141,0.029762523109893437,0.06214757278244442,0.7293687812463987
1.61,1.446469778027484,1.9485383054418557,0.030774021382703364,0.06757272387783307,0.7291606542912029
1.68,1.5006680784435251,1.9710607790540973,0.03171757539902468,0.07299787497322172,0.728952527336007
1.75,1.5548663788595665,1.993583252666339,0.03259418290816702,0.07842302606861035,0.7287444003808111
1.82,1.6090646792756078,2.016105726278581,0.03340484165944009,0.08384817716399902,0.7285362734256153
1.89,1.6632629796916487,2.0386281998908227,0.034150549402153514,0.08927332825938764,0.7283281464704193
1.96,1.7174612801076903,2.0611506735030645,0.03483230388561703,0.09469847935477631,0.7281200195152234
2.03,1.7716595805237314,2.0836731471153063,0.035451102859140264,0.10012363045016492,0.7279118925600276
2.1,1.825857880939773,2.106195620727548,0.03600794407203289,0.1055487815455536,0.7277037656048317
2.17,1.8800561813558139,2.12871809433979,0.036503825273604594,0.11097393264094224,0.7274956386496358
2.24,1.9342544817718554,2.1512405679520317,0.036939744213165045,0.1163990837363309,0.7272875116944401
2.31,1.9884527821878966,2.173763041564273,0.03731669864002388,0.12182423483171953,0.7270793847392443
2.38,2.0426510826039377,2.196285515176515,0.037635686303490824,0.1272493859271082,0.7268712577840483
2.45,2.096849383019979,2.2188079887887566,0.037897704952875505,0.13267453702249687,0.7266631308288525
2.52,2.1510476834360204,2.241330462400998,0.03810375233748764,0.1380996881178855,0.7264550038736566
2.59,2.2052459838520613,2.26385293601324,0.03825482620663685,0.1435248392132741,0.7262468769184607
2.66,2.2594442842681026,2.2863754096254816,0.038351924309632836,0.1489499903086628,0.7260387499632649
2.73,2.313642584684144,2.3088978832377234,0.03839604439578526,0.15437514140405145,0.7258306230080689
2.8,2.3678408851001853,2.331420356849965,0.03838818421440381,0.15980029249944006,0.725622496052873
2.87,2.4220391855162267,2.353942830462207,0.038329341514798124,0.1652254435948287,0.7254143690976773
2.94,2.476237485932268,2.376465304074449,0.038220514046277916,0.17065059469021737,0.7252062421424813
3.01,2.471456967186591,2.374027010222024,0.038062699558152814,0.17607574578560597,0.7249981151872853
3.08,2.466676448440915,2.3715887163696006,0.03785689579973252,0.18150089688099466,0.7247899882320895
3.15,2.4618959296952383,2.369150422517176,0.037604100520326686,0.1869260479763833,0.7245818612768938
3.22,2.4571154109495614,2.3667121286647514,0.03730531146924499,0.19235119907177198,0.7243737343216978
3.29,2.452334892203885,2.3642738348123276,0.03696152639579712,0.1977763501671606,0.724165607366502
3.36,2.4475543734582086,2.3618355409599032,0.03657374304929274,0.20320150126254927,0.7239574804113063
3.43,2.4427738547125317,2.359397247107479,0.03614295917904147,0.20862665235793793,0.7237493534561102
3.5,2.4379933359668553,2.3569589532550546,0.035670172534353076,0.21405180345332653,0.7235412265009145
3.57,2.433212817221179,2.3545206594026302,0.035156380864537144,0.21947695454871524,0.7233330995457184
3.64,2.428432298475502,2.352082365550206,0.034602581918903384,0.22490210564410387,0.7231249725905227
3.71,2.423651779729825,2.3496440716977816,0.034009773446761475,0.23032725673949245,0.7229168456353268
3.78,2.418871260984149,2.347205777845357,0.03337895319742108,0.2357524078348811,0.7227087186801309
3.85,2.4140907422384723,2.344767483992933,0.03271111892019185,0.24117755893026982,0.722500591724935
3.92,2.409310223492796,2.3423291901405086,0.032007268364383494,0.24660271002565845,0.7222924647697392
3.99,2.404529704747119,2.339890896288084,0.03126839927930565,0.2520278611210471,0.7220843378145434
4.06,2.3997491860014426,2.3374526024356603,0.030495509414268006,0.2574530122164357,0.7218762108593475
4.13,2.394968667255766,2.335014308583236,0.029689596518580205,0.2628781633118244,0.7216680839041516
4.2,2.3901881485100898,2.3325760147308117,0.02885165834155198,0.26830331440721306,0.7214599569489558
4.27,2.385407629764413,2.3301377208783873,0.027982692632492957,0.2737284655026016,0.7212518299937598
4.34,2.380627111018736,2.327699427025963,0.0270836971407128,0.2791536165979903,0.721043703038564
4.41,2.37584659227306,2.325261133173539,0.026155669615521206,0.284578767693379,0.720835576083368
4.48,2.371066073527383,2.3228228393211148,0.02519960780622781,0.29000391878876763,0.7206274491281722
4.55,2.3662855547817063,2.3203845454686904,0.02421650946214233,0.29542906988415624,0.7204193221729764
4.62,2.3615050360360303,2.3179462516162657,0.023207372332574427,0.3008542209795449,0.7202111952177804
4.69,2.3567245172903535,2.3155079577638418,0.022173194166833738,0.3062793720749336,0.7200030682625845
4.76,2.351943998544677,2.3130696639114174,0.021114972714229994,0.3117045231703222,0.7197949413073887
4.83,2.3471634797990006,2.310631370058993,0.02003370572407279,0.3171296742657108,0.7195868143521928
4.9,2.3423829610533238,2.3081930762065688,0.018930390945671866,0.32255482536109953,0.719378687396997
4.97,2.3376024423076474,2.3057547823541444,0.017806026128336847,0.32797997645648813,0.7191705604418012
5.04,2.332821923561971,2.30331648850172,0.016661609021377415,0.33340512755187685,0.7189624334866054
5.11,2.328041404816294,2.300878194649296,0.015498137374103271,0.33883027864726545,0.7187543065314095
5.18,2.3232608860706176,2.298439900796872,0.014316608935824038,0.34425542974265405,0.7185461795762136
5.25,2.3184803673249412,2.2960016069444475,0.01311802145584944,0.34968058083804276,0.7183380526210177
5.32,2.3136998485792644,2.293563313092023,0.011903372683489104,0.3551057319334314,0.7181299256658218
5.39,2.308919329833588,2.291125019239599,0.010673660368052734,0.3605308830288201,0.717921798710626
5.46,2.3041388110879115,2.288686725387175,0.009429882258849972,0.3659560341242087,0.71771367175543
5.53,2.2993582923422347,2.28624843153475,0.008173036105190485,0.37138118521959734,0.7175055448002341
5.6,2.2945777735965582,2.2838101376823263,0.006904119656384001,0.37680633631498595,0.7172974178450384
5.67,2.2897972548508814,2.281371843829902,0.005624130661740147,0.3822314874103746,0.7170892908898425
5.74,2.285016736105205,2.278933549977477,0.004334066870568578,0.38765663850576326,0.7168811639346466
5.81,2.2802362173595285,2.2764952561250533,0.0030349260321790097,0.39308178960115187,0.7166730369794507
5.88,2.2808776861334406,2.2774837081817125,0.0017277058958810824,0.3985069406965406,0.7164649100242549
5.95,2.281519154907352,2.2784721602383717,0.0004134042109844409,0.40393209179192924,0.7162567830690589
6.02,2.282160623681264,2.279460612295031,-0.0009069812732011434,0.4093572428873178,0.716048656113863
6.09,2.282802092455176,2.28044906435169,-0.002232452807366097,0.4147823939827065,0.7158405291586674
6.16,2.283443561229088,2.2814375164083494,-0.00356201264220073,0.42020754507809516,0.7156324022034714
6.23,2.2840850300030002,2.2824259684650086,-0.004894663028395349,0.42563269617348387,0.7154242752482755
6.3,2.284726498776912,2.2834144205216678,-0.006229406216640275,0.4310578472688724,0.7152161482930797
6.37,2.285367967550824,2.284402872578327,-0.00756524445762587,0.4364829983642611,0.7150080213378837
6.44,2.286009436324736,2.2853913246349866,-0.008901180002042436,0.4419081494596498,0.7147998943826879
6.51,2.2866509050986474,2.2863797766916454,-0.010236215100580289,0.44733330055503845,0.714591767427492
6.58,2.2872923738725595,2.2873682287483046,-0.011569352003929802,0.452758451650427,0.7143836404722961
6.65,2.2879338426464715,2.2883566808049642,-0.012899592962781283,0.4581836027458157,0.7141755135171003
6.72,2.2885753114203835,2.2893451328616234,-0.01422594022782504,0.46360875384120437,0.7139673865619045
6.79,2.2892167801942955,2.2903335849182827,-0.015547396049751423,0.46903390493659297,0.7137592596067086
6.86,2.289858248968207,2.2913220369749414,-0.01686296267925079,0.4744590560319817,0.7135511326515127
6.93,2.290499717742119,2.292310489031601,-0.018171642367013414,0.4798842071273703,0.7133430056963169
7.0,2.291141186516031,2.2932989410882603,-0.019472437363729656,0.4853093582227589,0.7131348787411209
7.07,2.2917826552899427,2.294287393144919,-0.020764349920089818,0.4907345093181476,0.712926751785925
7.14,2.292424124063855,2.2952758452015787,-0.02204638228678425,0.49615966041353626,0.7127186248307292
