,"x(Wd,We)","y(Wd,We)","theta(Wd,We)",Wd,We
38.36,1.98,0.11,-0.69,-2.45,-2.29
38.43,1.97,0.12,-0.7,-2.15,-2.01
38.5,1.97,0.12,-0.7,-2.29,-2.09
38.57,1.96,0.12,-0.7,-2.31,-2.17
38.64,1.96,0.13,-0.7,-2.34,-2.2
38.71,1.95,0.13,-0.71,-2.42,-2.23
38.78,1.95,0.13,-0.71,-2.2,-2.03
38.85,1.95,0.14,-0.71,-2.09,-2.17
38.92,1.94,0.14,-0.71,-2.23,-1.98
38.99,1.94,0.14,-0.71,-2.01,-2.03
39.06,1.94,0.15,-0.72,-2.2,-1.81
39.13,1.93,0.15,-0.72,-2.06,-2.06
39.2,1.93,0.15,-0.73,-2.03,-1.78
39.27,1.93,0.16,-0.73,-2.29,-2.15
39.34,1.92,0.16,-0.73,-1.89,-1.64
39.41,1.92,0.16,-0.74,-2.34,-2.26
39.48,1.91,0.17,-0.73,-2.09,-2.23
39.55,1.91,0.17,-0.74,-2.2,-2.09
39.62,1.91,0.17,-0.74,-2.54,-2.34
39.69,1.9,0.18,-0.75,-2.4,-1.98
39.76,1.9,0.18,-0.76,-2.68,-2.17
39.83,1.89,0.19,-0.76,-2.79,-2.56
39.9,1.89,0.19,-0.76,-2.73,-2.54
39.97,1.88,0.19,-0.76,-2.26,-2.59
40.04,1.88,0.2,-0.76,-2.31,-2.31
40.11,1.88,0.2,-0.76,-1.9,-1.76
40.18,1.87,0.2,-0.76,-1.95,-1.9
40.25,1.87,0.21,-0.77,-1.78,-1.31
40.32,1.87,0.21,-0.78,-2.2,-1.76
40.39,1.86,0.21,-0.79,-2.15,-1.84
40.46,1.86,0.22,-0.78,-1.81,-2.17
40.53,1.86,0.22,-0.77,-1.7,-1.98
40.6,1.86,0.22,-0.76,-1.37,-1.92
40.67,1.85,0.22,-0.76,-1.28,-1.62
40.74,1.85,0.23,-0.75,-1.56,-1.78
40.81,1.85,0.23,-0.75,-1.23,-1.56
40.88,1.84,0.23,-0.74,-1.7,-2.09
40.95,1.84,0.24,-0.73,-1.73,-2.01
41.02,1.84,0.24,-0.73,-2.15,-2.4
41.09,1.83,0.24,-0.72,-2.06,-2.42
41.16,1.83,0.25,-0.72,-2.31,-2.45
41.23,1.82,0.25,-0.71,-2.29,-2.51
41.3,1.82,0.25,-0.71,-2.03,-2.26
41.37,1.82,0.26,-0.7,-1.98,-2.23
41.44,1.81,0.26,-0.7,-1.92,-2.17
41.51,1.81,0.26,-0.7,-2.2,-2.12
41.58,1.81,0.27,-0.7,-1.9,-2.06
41.65,1.8,0.27,-0.7,-1.95,-1.9
41.72,1.8,0.27,-0.7,-1.87,-2.01
41.79,1.79,0.28,-0.69,-2.09,-2.26
41.86,1.79,0.28,-0.69,-1.87,-2.06
41.93,1.79,0.28,-0.68,-2.04,-2.26
42.0,1.78,0.29,-0.69,-2.12,-2.06
42.07,1.78,0.29,-0.68,-1.84,-2.09
42.14,1.78,0.29,-0.68,-1.9,-2.06
42.21,1.77,0.29,-0.68,-1.64,-1.73
42.28,1.77,0.3,-0.67,-2.06,-2.2
42.35,1.76,0.3,-0.67,-1.98,-2.2
42.42,1.76,0.3,-0.67,-2.48,-2.56
42.49,1.76,0.31,-0.66,-2.34,-2.62
42.56,1.75,0.31,-0.66,-2.26,-2.59
42.63,1.75,0.31,-0.65,-2.48,-2.65
42.7,1.74,0.32,-0.64,-2.28,-2.79
42.77,1.74,0.32,-0.64,-2.09,-2.17
42.84,1.73,0.33,-0.64,-2.54,-2.68
42.91,1.73,0.33,-0.63,-2.12,-2.73
42.98,1.72,0.33,-0.62,-2.43,-2.87
43.05,1.72,0.34,-0.62,-2.4,-2.37
43.12,1.71,0.34,-0.62,-2.31,-2.26
43.19,1.71,0.34,-0.62,-2.48,-2.43
43.26,1.7,0.35,-0.62,-2.37,-2.23
43.33,1.7,0.35,-0.63,-2.37,-2.09
43.4,1.7,0.35,-0.63,-2.4,-2.26
43.47,1.69,0.35,-0.63,-1.9,-1.81
43.54,1.69,0.36,-0.63,-2.01,-2.37
43.61,1.68,0.36,-0.62,-2.12,-2.34
43.68,1.68,0.36,-0.62,-2.29,-2.51
43.75,1.67,0.37,-0.61,-2.51,-2.73
43.82,1.67,0.37,-0.62,-2.48,-2.23
43.89,1.66,0.37,-0.62,-2.29,-2.43
43.96,1.66,0.38,-0.62,-2.43,-2.23
44.03,1.66,0.38,-0.62,-2.29,-2.09
44.1,1.65,0.38,-0.62,-2.29,-2.23
44.17,1.65,0.39,-0.63,-2.42,-2.12
44.24,1.64,0.39,-0.63,-2.23,-2.12
44.31,1.64,0.39,-0.63,-2.43,-2.43
44.38,1.63,0.4,-0.64,-2.42,-2.03
44.45,1.63,0.4,-0.64,-2.31,-2.31
44.52,1.63,0.4,-0.64,-2.26,-1.98
44.59,1.62,0.41,-0.64,-2.29,-2.37
44.66,1.62,0.41,-0.64,-2.15,-2.12
44.73,1.61,0.41,-0.65,-2.31,-2.01
44.8,1.61,0.41,-0.65,-2.06,-2.23
44.87,1.6,0.42,-0.64,-1.89,-1.98
44.94,1.6,0.42,-0.65,-2.29,-2.23
45.01,1.6,0.42,-0.65,-2.34,-2.34
45.08,1.59,0.43,-0.65,-2.45,-2.37
45.15,1.59,0.43,-0.64,-2.34,-2.54
45.22,1.58,0.43,-0.64,-2.17,-2.54
45.29,1.58,0.44,-0.64,-2.42,-2.34
45.36,1.57,0.44,-0.63,-2.26,-2.45
45.43,1.57,0.44,-0.63,-2.28,-2.48
45.5,1.56,0.45,-0.63,-2.34,-2.42
45.57,1.56,0.45,-0.62,-2.06,-2.4
45.64,1.55,0.45,-0.62,-2.29,-2.56
45.71,1.55,0.46,-0.63,-2.4,-1.84
45.78,1.55,0.46,-0.63,-2.17,-2.03
45.85,1.54,0.46,-0.63,-2.34,-2.29
45.92,1.54,0.47,-0.62,-2.01,-2.59
45.99,1.53,0.47,-0.62,-2.59,-2.62
46.06,1.53,0.47,-0.62,-2.59,-2.7
46.13,1.52,0.48,-0.61,-2.06,-2.26
46.2,1.52,0.48,-0.61,-2.01,-2.4
46.27,1.51,0.48,-0.61,-2.37,-2.42
46.34,1.51,0.49,-0.61,-2.23,-2.15
46.41,1.51,0.49,-0.61,-2.34,-2.43
46.48,1.5,0.49,-0.6,-2.03,-2.12
46.55,1.5,0.5,-0.6,-2.29,-2.29
46.62,1.49,0.5,-0.6,-2.23,-2.34
46.69,1.49,0.5,-0.6,-1.95,-1.9
46.76,1.48,0.5,-0.6,-2.2,-2.31
46.83,1.48,0.51,-0.6,-2.17,-2.01
46.9,1.48,0.51,-0.61,-2.48,-2.23
46.97,1.47,0.51,-0.61,-2.28,-2.03
47.04,1.47,0.52,-0.62,-2.45,-2.2
47.11,1.46,0.52,-0.62,-2.37,-2.4
47.18,1.46,0.52,-0.62,-2.54,-2.31
47.25,1.45,0.53,-0.62,-2.15,-2.12
47.32,1.45,0.53,-0.62,-2.2,-2.26
47.39,1.45,0.53,-0.63,-2.31,-1.87
47.46,1.44,0.53,-0.63,-2.04,-2.06
47.53,1.44,0.54,-0.63,-2.2,-2.12
47.6,1.43,0.54,-0.63,-2.01,-2.17
47.67,1.43,0.54,-0.63,-2.29,-2.17
47.74,1.42,0.55,-0.63,-2.12,-1.92
47.81,1.42,0.55,-0.63,-1.95,-2.26
47.88,1.42,0.55,-0.63,-2.04,-1.95
47.95,1.41,0.56,-0.62,-1.78,-2.06
48.02,1.41,0.56,-0.63,-2.37,-2.12
48.09,1.4,0.56,-0.63,-2.01,-2.03
48.16,1.4,0.56,-0.63,-2.62,-2.62
48.23,1.39,0.57,-0.63,-2.76,-2.56
48.3,1.39,0.57,-0.63,-2.62,-2.68
48.37,1.38,0.58,-0.63,-2.4,-2.56
48.44,1.38,0.58,-0.63,-2.29,-2.26
48.51,1.38,0.58,-0.63,-1.87,-1.92
48.58,1.37,0.58,-0.63,-2.09,-2.06
48.65,1.37,0.59,-0.63,-2.06,-1.98
48.72,1.36,0.59,-0.63,-2.48,-2.29
48.79,1.36,0.59,-0.64,-2.51,-2.2
48.86,1.36,0.6,-0.64,-2.15,-2.2
48.93,1.35,0.6,-0.63,-1.92,-2.43
49.0,1.35,0.6,-0.61,-1.51,-2.23
49.07,1.34,0.61,-0.61,-1.76,-2.17
49.14,1.34,0.61,-0.6,-1.45,-1.95
49.21,1.34,0.61,-0.59,-1.9,-2.15
49.28,1.33,0.61,-0.58,-1.73,-2.23
49.35,1.33,0.62,-0.58,-1.98,-2.2
49.42,1.32,0.62,-0.57,-2.09,-2.31
49.49,1.32,0.62,-0.57,-2.17,-2.48
49.56,1.31,0.62,-0.56,-2.26,-2.45
49.63,1.31,0.63,-0.56,-2.09,-2.42
49.7,1.31,0.63,-0.56,-2.31,-2.31
49.77,1.3,0.63,-0.56,-2.12,-2.06
49.84,1.3,0.64,-0.56,-2.45,-2.45
49.91,1.29,0.64,-0.56,-2.59,-2.34
49.98,1.29,0.64,-0.56,-2.45,-2.54
50.05,1.28,0.65,-0.56,-2.45,-2.68
50.12,1.28,0.65,-0.56,-2.4,-2.31
50.19,1.27,0.65,-0.56,-1.95,-1.9
50.26,1.27,0.65,-0.56,-2.2,-2.09
50.33,1.26,0.66,-0.56,-2.15,-2.37
50.4,1.26,0.66,-0.55,-2.06,-2.48
50.47,1.25,0.66,-0.55,-2.51,-2.51
50.54,1.25,0.67,-0.55,-2.37,-2.2
50.61,1.24,0.67,-0.55,-2.15,-2.43
50.68,1.24,0.67,-0.55,-2.31,-2.29
50.75,1.24,0.67,-0.55,-2.17,-2.2
50.82,1.23,0.68,-0.55,-2.31,-2.31
50.89,1.23,0.68,-0.56,-2.56,-2.15
50.96,1.22,0.68,-0.55,-2.31,-2.4
51.03,1.22,0.69,-0.56,-2.54,-2.48
51.1,1.21,0.69,-0.57,-2.59,-2.03
51.17,1.21,0.69,-0.57,-2.31,-2.2
51.24,1.2,0.69,-0.57,-2.06,-1.87
51.31,1.2,0.7,-0.57,-2.42,-2.37
51.38,1.19,0.7,-0.58,-2.26,-1.98
51.45,1.19,0.7,-0.59,-2.54,-2.15
51.52,1.18,0.71,-0.59,-2.31,-2.26
51.59,1.18,0.71,-0.58,-1.7,-1.95
51.66,1.18,0.71,-0.58,-1.76,-2.09
51.73,1.17,0.71,-0.57,-1.7,-1.98
51.8,1.17,0.72,-0.57,-1.81,-1.92
51.87,1.17,0.72,-0.56,-1.95,-2.26
51.94,1.16,0.72,-0.56,-2.01,-2.15
52.01,1.16,0.72,-0.55,-1.87,-2.23
52.08,1.15,0.73,-0.55,-2.17,-2.29
52.15,1.15,0.73,-0.55,-1.98,-2.06
52.22,1.14,0.73,-0.55,-2.2,-2.29
52.29,1.14,0.73,-0.54,-2.09,-2.2
52.36,1.14,0.74,-0.54,-2.23,-2.23
52.43,1.13,0.74,-0.55,-2.34,-2.31
52.5,1.13,0.74,-0.55,-2.2,-2.01
52.57,1.12,0.75,-0.55,-2.51,-2.43
52.64,1.12,0.75,-0.56,-2.4,-2.17
52.71,1.11,0.75,-0.55,-2.09,-2.2
52.78,1.11,0.75,-0.55,-2.2,-2.31
52.85,1.1,0.76,-0.55,-1.9,-1.78
52.92,1.1,0.76,-0.55,-2.03,-2.09
52.99,1.1,0.76,-0.55,-2.03,-2.03
53.06,1.09,0.76,-0.55,-2.06,-2.23
53.13,1.09,0.77,-0.55,-2.34,-2.51
53.2,1.08,0.77,-0.54,-1.87,-2.23
53.27,1.08,0.77,-0.53,-2.06,-2.45
53.34,1.07,0.78,-0.52,-1.84,-2.26
53.41,1.07,0.78,-0.52,-1.84,-2.23
53.48,1.06,0.78,-0.5,-1.92,-2.56
53.55,1.06,0.78,-0.5,-2.15,-2.45
53.62,1.05,0.79,-0.5,-2.45,-2.54
53.69,1.05,0.79,-0.49,-2.51,-2.62
53.76,1.04,0.79,-0.49,-2.7,-2.7
53.83,1.04,0.79,-0.5,-2.59,-2.15
53.9,1.03,0.8,-0.5,-2.45,-2.4
53.97,1.03,0.8,-0.5,-2.31,-2.34
54.04,1.02,0.8,-0.5,-2.31,-2.37
54.11,1.02,0.81,-0.5,-2.31,-2.31
54.18,1.01,0.81,-0.51,-2.37,-2.15
54.25,1.01,0.81,-0.51,-2.56,-2.26
54.32,1.0,0.81,-0.51,-2.62,-2.45
54.39,1.0,0.82,-0.51,-2.31,-2.37
54.46,0.99,0.82,-0.51,-2.26,-2.48
54.53,0.99,0.82,-0.5,-2.01,-2.59
54.6,0.98,0.82,-0.49,-2.2,-2.54
54.67,0.98,0.83,-0.49,-2.23,-2.48
54.74,0.97,0.83,-0.48,-2.31,-2.45
54.81,0.97,0.83,-0.49,-2.51,-2.37
54.88,0.96,0.83,-0.49,-2.15,-2.15
54.95,0.96,0.84,-0.48,-2.12,-2.37
55.02,0.96,0.84,-0.48,-2.01,-1.92
55.09,0.95,0.84,-0.48,-1.92,-1.95
55.16,0.95,0.84,-0.49,-2.34,-2.01
55.23,0.94,0.85,-0.49,-2.17,-2.15
55.3,0.94,0.85,-0.49,-2.51,-2.42
55.37,0.93,0.85,-0.49,-2.56,-2.51
55.44,0.93,0.85,-0.49,-2.29,-2.34
55.51,0.92,0.86,-0.49,-2.37,-2.51
55.58,0.92,0.86,-0.49,-2.12,-1.95
55.65,0.91,0.86,-0.49,-2.09,-2.29
55.72,0.91,0.86,-0.49,-2.17,-2.09
55.79,0.9,0.87,-0.49,-1.95,-2.15
55.86,0.9,0.87,-0.48,-2.12,-2.26
55.93,0.9,0.87,-0.49,-2.15,-2.03
56.0,0.89,0.87,-0.48,-2.26,-2.29
56.07,0.89,0.88,-0.48,-2.37,-2.42
56.14,0.88,0.88,-0.47,-1.84,-2.37
56.21,0.88,0.88,-0.46,-2.15,-2.59
56.28,0.87,0.88,-0.46,-2.15,-2.26
56.35,0.87,0.89,-0.47,-2.26,-2.06
56.42,0.86,0.89,-0.47,-2.51,-2.26
56.49,0.86,0.89,-0.48,-2.23,-1.81
56.56,0.85,0.89,-0.48,-2.43,-2.26
56.63,0.85,0.9,-0.49,-2.65,-2.37
56.7,0.84,0.9,-0.49,-2.4,-2.51
56.77,0.84,0.9,-0.48,-2.42,-2.59
56.84,0.83,0.9,-0.48,-2.54,-2.65
56.91,0.83,0.91,-0.48,-2.31,-2.34
56.98,0.82,0.91,-0.48,-2.56,-2.51
57.05,0.82,0.91,-0.48,-2.56,-2.56
57.12,0.81,0.92,-0.48,-2.17,-2.29
57.19,0.81,0.92,-0.47,-2.06,-2.56
57.26,0.8,0.92,-0.46,-2.12,-2.7
57.33,0.8,0.92,-0.45,-1.92,-2.29
57.4,0.79,0.93,-0.45,-2.29,-2.37
57.47,0.79,0.93,-0.44,-2.09,-2.4
57.54,0.78,0.93,-0.44,-2.23,-2.2
57.61,0.78,0.93,-0.45,-2.45,-2.4
57.68,0.77,0.93,-0.45,-2.17,-1.95
57.75,0.77,0.94,-0.46,-2.34,-1.9
57.82,0.76,0.94,-0.46,-2.26,-2.03
57.89,0.76,0.94,-0.47,-2.12,-1.81
57.96,0.75,0.94,-0.47,-2.48,-2.31
58.03,0.75,0.95,-0.47,-2.29,-2.12
58.1,0.74,0.95,-0.48,-2.45,-2.31
58.17,0.74,0.95,-0.48,-2.56,-2.34
58.24,0.73,0.95,-0.48,-2.23,-2.17
58.31,0.73,0.96,-0.48,-2.34,-2.34
58.38,0.72,0.96,-0.49,-2.37,-2.09
58.45,0.72,0.96,-0.48,-1.73,-1.95
58.52,0.72,0.96,-0.48,-2.03,-2.01
58.59,0.71,0.97,-0.48,-1.81,-1.87
58.66,0.71,0.97,-0.49,-2.23,-2.03
58.73,0.7,0.97,-0.49,-2.15,-2.12
58.8,0.7,0.97,-0.48,-2.29,-2.45
58.87,0.69,0.98,-0.48,-2.37,-2.4
58.94,0.69,0.98,-0.48,-2.15,-2.26
59.01,0.68,0.98,-0.48,-2.37,-2.56
59.08,0.68,0.98,-0.48,-2.34,-2.2
59.15,0.67,0.98,-0.48,-2.01,-1.9
59.22,0.67,0.99,-0.49,-2.2,-2.03
59.29,0.67,0.99,-0.49,-1.81,-1.81
59.36,0.66,0.99,-0.48,-2.15,-2.2
59.43,0.66,0.99,-0.48,-2.23,-2.23
59.5,0.65,1.0,-0.48,-2.15,-2.31
59.57,0.65,1.0,-0.48,-2.34,-2.37
59.64,0.64,1.0,-0.48,-1.95,-2.15
59.71,0.64,1.0,-0.48,-2.34,-2.43
59.78,0.63,1.01,-0.47,-1.95,-2.2
59.85,0.63,1.01,-0.46,-1.81,-2.26
59.92,0.63,1.01,-0.45,-1.67,-2.23
59.99,0.62,1.01,-0.44,-1.51,-2.01
60.06,0.62,1.01,-0.43,-1.67,-2.43
60.13,0.61,1.02,-0.42,-2.12,-2.4
60.2,0.61,1.02,-0.41,-1.92,-2.51
60.27,0.6,1.02,-0.4,-2.17,-2.87
60.34,0.6,1.02,-0.39,-2.12,-2.65
60.41,0.59,1.03,-0.38,-2.09,-2.2
60.48,0.59,1.03,-0.39,-2.29,-2.2
60.55,0.58,1.03,-0.39,-2.2,-1.84
60.62,0.58,1.03,-0.4,-2.17,-2.01
60.69,0.57,1.03,-0.4,-2.37,-2.12
60.76,0.57,1.04,-0.4,-2.29,-2.2
60.83,0.56,1.04,-0.41,-2.54,-2.42
60.9,0.56,1.04,-0.41,-2.48,-2.17
60.97,0.55,1.04,-0.41,-2.15,-2.12
61.04,0.55,1.04,-0.41,-2.34,-2.34
61.11,0.54,1.05,-0.41,-2.26,-2.17
61.18,0.54,1.05,-0.41,-2.29,-2.29
61.25,0.53,1.05,-0.42,-2.56,-2.4
61.32,0.53,1.05,-0.42,-2.23,-2.09
61.39,0.52,1.06,-0.42,-2.15,-2.31
61.46,0.52,1.06,-0.42,-2.26,-2.06
61.53,0.51,1.06,-0.42,-2.03,-2.01
61.6,0.51,1.06,-0.43,-2.37,-2.09
61.67,0.5,1.06,-0.43,-2.45,-2.17
61.74,0.5,1.07,-0.43,-2.29,-2.42
61.81,0.49,1.07,-0.43,-2.4,-2.29
61.88,0.49,1.07,-0.43,-2.4,-2.23
61.95,0.48,1.07,-0.43,-2.23,-2.23
62.02,0.48,1.08,-0.44,-2.4,-2.12
62.09,0.47,1.08,-0.44,-2.31,-2.4
62.16,0.47,1.08,-0.44,-2.26,-2.26
62.23,0.46,1.08,-0.44,-2.29,-2.04
62.3,0.46,1.08,-0.44,-2.23,-2.29
62.37,0.46,1.09,-0.44,-2.06,-1.95
62.44,0.45,1.09,-0.44,-2.17,-2.34
62.51,0.45,1.09,-0.44,-2.29,-2.4
62.58,0.44,1.09,-0.44,-2.29,-2.34
62.65,0.44,1.1,-0.43,-1.9,-2.45
62.72,0.43,1.1,-0.42,-1.95,-2.37
62.79,0.43,1.1,-0.41,-1.67,-2.2
62.86,0.42,1.1,-0.4,-2.09,-2.34
62.93,0.42,1.1,-0.4,-2.01,-2.28
63.0,0.41,1.11,-0.39,-2.06,-2.31
63.07,0.41,1.11,-0.39,-2.4,-2.56
63.14,0.4,1.11,-0.39,-2.06,-2.09
63.21,0.4,1.11,-0.39,-2.23,-2.31
63.28,0.39,1.11,-0.38,-2.12,-2.31
63.35,0.39,1.12,-0.38,-1.95,-1.92
63.42,0.38,1.12,-0.38,-2.15,-2.45
63.49,0.38,1.12,-0.38,-2.15,-2.2
63.56,0.37,1.12,-0.38,-2.56,-2.45
63.63,0.37,1.12,-0.38,-2.62,-2.62
63.7,0.36,1.13,-0.38,-2.51,-2.34
63.77,0.36,1.13,-0.38,-2.45,-2.45
63.84,0.35,1.13,-0.38,-2.34,-2.51
63.91,0.35,1.13,-0.38,-2.12,-2.01
63.98,0.34,1.13,-0.38,-2.34,-2.2
64.05,0.34,1.14,-0.38,-2.17,-2.31
64.12,0.33,1.14,-0.38,-2.17,-2.15
64.19,0.33,1.14,-0.38,-2.65,-2.51
64.26,0.32,1.14,-0.39,-2.56,-2.31
64.33,0.32,1.14,-0.39,-2.23,-2.2
64.4,0.31,1.15,-0.38,-2.26,-2.54
64.47,0.31,1.15,-0.38,-2.01,-2.09
64.54,0.3,1.15,-0.39,-2.26,-1.98
64.61,0.3,1.15,-0.39,-2.45,-2.23
64.68,0.29,1.15,-0.4,-2.26,-1.95
64.75,0.29,1.16,-0.4,-2.54,-2.51
64.82,0.28,1.16,-0.4,-2.59,-2.4
64.89,0.28,1.16,-0.4,-2.17,-2.12
64.96,0.27,1.16,-0.4,-2.31,-2.4
65.03,0.27,1.17,-0.4,-2.15,-2.12
65.1,0.26,1.17,-0.4,-2.29,-2.34
65.17,0.25,1.17,-0.4,-2.62,-2.56
65.24,0.25,1.17,-0.4,-2.48,-2.42
65.31,0.24,1.17,-0.4,-2.12,-2.48
65.38,0.24,1.18,-0.39,-2.29,-2.59
65.45,0.23,1.18,-0.38,-1.7,-2.2
65.52,0.23,1.18,-0.38,-1.98,-2.26
65.59,0.22,1.18,-0.37,-2.06,-2.37
65.66,0.22,1.18,-0.37,-2.12,-2.37
65.73,0.22,1.19,-0.36,-2.01,-2.37
65.8,0.21,1.19,-0.36,-2.17,-2.29
65.87,0.21,1.19,-0.36,-2.23,-2.12
65.94,0.2,1.19,-0.36,-2.15,-2.26
66.01,0.2,1.19,-0.36,-2.23,-2.2
66.08,0.19,1.2,-0.35,-2.15,-2.42
66.15,0.18,1.2,-0.35,-2.4,-2.56
66.22,0.18,1.2,-0.35,-2.42,-2.37
66.29,0.17,1.2,-0.35,-2.2,-2.23
66.36,0.17,1.2,-0.35,-2.37,-2.51
66.43,0.16,1.2,-0.34,-2.29,-2.37
66.5,0.16,1.21,-0.34,-2.2,-2.4
66.57,0.15,1.21,-0.34,-2.54,-2.54
66.64,0.15,1.21,-0.34,-2.42,-2.37
66.71,0.14,1.21,-0.34,-2.2,-2.26
66.78,0.14,1.21,-0.34,-2.26,-2.4
66.85,0.13,1.22,-0.34,-2.09,-2.03
66.92,0.13,1.22,-0.34,-2.15,-2.17
66.99,0.12,1.22,-0.34,-2.45,-2.29
67.06,0.12,1.22,-0.34,-2.09,-2.23
67.13,0.11,1.22,-0.34,-2.26,-2.37
67.2,0.11,1.22,-0.34,-2.2,-1.95
67.27,0.1,1.23,-0.34,-2.09,-1.95
67.34,0.1,1.23,-0.35,-2.43,-2.17
67.41,0.09,1.23,-0.35,-2.4,-2.26
67.48,0.09,1.23,-0.35,-2.59,-2.43
67.55,0.08,1.23,-0.36,-2.81,-2.37
67.62,0.08,1.24,-0.37,-2.62,-2.4
67.69,0.07,1.24,-0.36,-2.31,-2.48
67.76,0.07,1.24,-0.36,-2.31,-2.34
67.83,0.06,1.24,-0.36,-2.26,-2.37
67.9,0.05,1.24,-0.36,-2.54,-2.54
67.97,0.05,1.25,-0.36,-2.56,-2.45
68.04,0.04,1.25,-0.36,-2.37,-2.48
68.11,0.04,1.25,-0.35,-2.15,-2.51
68.18,0.03,1.25,-0.35,-2.12,-2.48
68.25,0.03,1.25,-0.32,-0.53,-1.84
68.32,0.03,1.25,-0.3,0.0,-1.0
68.39,0.03,1.25,-0.29,-0.17,-0.59
68.46,0.03,1.25,-0.29,0.0,0.0
68.53,0.03,1.25,-0.29,0.0,0.0
68.6,0.03,1.25,-0.29,0.0,0.0
68.67,0.03,1.25,-0.29,0.0,0.0
68.74,0.03,1.25,-0.29,0.0,0.0
68.81,0.03,1.25,-0.29,0.0,0.0
68.88,0.03,1.25,-0.3,-0.03,0.0
68.95,0.03,1.25,-0.3,0.0,0.0
69.02,0.03,1.25,-0.3,0.0,0.0
69.09,0.03,1.25,-0.3,0.0,0.0
69.16,0.03,1.25,-0.3,0.0,0.0
69.23,0.03,1.25,-0.3,0.0,0.0
69.3,0.03,1.25,-0.29,0.0,-0.45
69.37,0.03,1.25,-0.28,0.0,-0.42
69.44,0.03,1.25,-0.28,0.0,0.0
69.51,0.03,1.25,-0.28,0.0,0.0
69.58,0.03,1.25,-0.28,0.0,0.0
69.65,0.03,1.25,-0.28,0.0,0.0
69.72,0.03,1.25,-0.28,0.0,0.0
69.79,0.03,1.25,-0.28,0.0,0.0
69.86,0.03,1.25,-0.28,0.0,0.0
69.93,0.03,1.25,-0.28,0.0,0.0
70.0,0.03,1.25,-0.28,0.0,0.0
70.07,0.03,1.25,-0.28,0.0,0.0
70.14,0.03,1.25,-0.28,0.0,0.0
70.21,0.03,1.25,-0.28,0.0,0.0
70.28,0.03,1.25,-0.28,0.0,0.0
70.35,0.03,1.25,-0.28,0.0,0.0
70.42,0.03,1.25,-0.28,0.0,0.0
70.49,0.03,1.25,-0.28,0.0,0.0
70.56,0.03,1.25,-0.28,0.0,0.0
70.63,0.03,1.25,-0.28,0.0,0.0
70.7,0.03,1.25,-0.28,0.0,0.0
70.77,0.03,1.25,-0.28,0.0,0.0
70.84,0.03,1.25,-0.28,0.0,0.0
70.91,0.03,1.25,-0.28,0.0,0.0
70.98,0.03,1.25,-0.28,0.0,0.0
71.05,0.03,1.25,-0.28,0.0,0.0
71.12,0.03,1.25,-0.28,0.0,0.0
71.19,0.03,1.25,-0.28,0.0,0.0
71.26,0.03,1.25,-0.28,0.0,0.0
71.33,0.03,1.25,-0.28,0.0,0.0
71.4,0.03,1.25,-0.28,0.0,0.0
71.47,0.03,1.25,-0.28,0.0,-0.03
71.54,0.03,1.25,-0.27,0.0,-0.36
71.61,0.03,1.26,-0.24,0.03,-1.59
71.68,0.02,1.26,-0.18,0.0,-3.07
71.75,0.02,1.26,-0.11,0.0,-3.4
71.82,0.01,1.26,-0.05,0.0,-3.35
71.89,0.01,1.26,-0.02,0.0,-1.59
71.96,0.01,1.26,-0.02,0.0,-0.03
72.03,0.01,1.26,-0.02,0.03,0.0
72.1,0.01,1.26,-0.02,0.0,0.0
72.17,0.01,1.26,-0.02,0.0,0.0
72.24,0.01,1.26,-0.02,0.0,0.0
72.31,0.01,1.26,-0.02,0.0,0.0
72.38,0.01,1.26,-0.02,0.03,-0.08
72.45,0.01,1.26,-0.01,0.33,0.0
72.52,0.01,1.26,0.01,0.86,0.0
72.59,0.02,1.26,0.04,1.81,0.0
72.66,0.02,1.26,0.09,2.37,0.0
72.73,0.02,1.26,0.14,2.65,0.0
72.8,0.02,1.26,0.19,2.48,0.0
72.87,0.03,1.26,0.22,1.53,0.0
72.94,0.03,1.26,0.23,0.67,0.0
73.01,0.03,1.26,0.23,0.06,0.0
73.08,0.03,1.26,0.23,0.0,0.0
73.15,0.03,1.26,0.23,0.0,0.0
73.22,0.03,1.26,0.23,0.0,0.0
73.29,0.03,1.26,0.23,0.0,0.0
73.36,0.03,1.26,0.23,0.0,0.0
73.43,0.03,1.26,0.23,0.0,0.0
73.5,0.03,1.26,0.23,0.0,0.0
73.57,0.03,1.26,0.23,0.0,0.0
73.64,0.03,1.26,0.23,0.0,0.0
73.71,0.03,1.26,0.23,0.0,0.0
73.78,0.03,1.26,0.23,0.0,0.0
73.85,0.03,1.26,0.23,0.0,0.0
73.92,0.03,1.26,0.23,0.0,0.0
73.99,0.03,1.26,0.23,0.0,0.0
74.06,0.03,1.26,0.23,0.0,0.0
74.13,0.03,1.26,0.23,0.0,0.0
74.2,0.03,1.26,0.23,0.0,0.0
74.27,0.03,1.26,0.23,0.0,0.0
74.34,0.03,1.26,0.23,0.0,0.0
74.41,0.03,1.26,0.23,0.0,0.0
74.48,0.03,1.26,0.23,0.0,0.0
74.55,0.03,1.26,0.23,0.0,0.0
74.62,0.03,1.26,0.23,0.0,0.0
74.69,0.03,1.26,0.23,0.0,0.0
74.76,0.03,1.26,0.23,0.0,0.0
74.83,0.03,1.26,0.23,0.0,0.0
74.9,0.03,1.26,0.23,0.0,0.0
74.97,0.03,1.26,0.23,0.0,0.0
75.04,0.03,1.26,0.23,0.0,0.0
