,"x(Wd,We)","y(Wd,We)","theta(Wd,We)",Wd,We
75.11,0.03,1.26,0.23,0.0,0.0
75.18,0.03,1.26,0.23,0.0,0.0
75.25,0.03,1.26,0.23,0.0,0.0
75.32,0.03,1.26,0.23,0.0,0.0
75.39,0.03,1.26,0.23,0.0,0.0
75.46,0.03,1.26,0.23,0.0,0.03
75.53,0.03,1.26,0.23,0.0,0.0
75.6,0.03,1.26,0.23,0.0,0.0
75.67,0.03,1.26,0.22,0.0,0.56
75.74,0.03,1.26,0.21,0.0,0.33
75.81,0.03,1.26,0.21,0.0,0.0
75.88,0.03,1.26,0.21,0.0,0.0
75.95,0.03,1.26,0.21,0.0,0.0
76.02,0.03,1.26,0.21,0.0,0.0
76.09,0.03,1.26,0.21,0.0,0.03
76.16,0.03,1.26,0.2,0.0,0.47
76.23,0.03,1.26,0.19,0.0,0.89
76.3,0.03,1.26,0.16,0.0,1.39
76.37,0.03,1.26,0.13,0.0,1.53
76.44,0.04,1.26,0.1,0.0,1.65
76.51,0.04,1.26,0.06,0.17,2.01
76.58,0.04,1.26,0.02,0.14,2.15
76.65,0.04,1.26,-0.02,0.31,2.37
76.72,0.05,1.26,-0.05,1.09,2.62
76.79,0.05,1.26,-0.05,2.42,2.54
76.86,0.06,1.26,-0.04,3.34,2.87
76.93,0.07,1.26,-0.03,3.54,3.18
77.0,0.08,1.26,-0.03,3.23,3.12
77.07,0.08,1.26,-0.03,2.7,2.93
77.14,0.09,1.26,-0.04,2.45,2.51
77.21,0.09,1.26,-0.04,2.15,2.23
77.28,0.1,1.26,-0.04,2.06,2.12
77.35,0.1,1.26,-0.04,2.06,1.95
77.42,0.11,1.26,-0.04,2.26,2.23
77.49,0.12,1.26,-0.04,2.45,2.51
77.56,0.12,1.26,-0.04,2.59,2.54
77.63,0.13,1.26,-0.03,2.7,2.65
77.7,0.13,1.26,-0.03,2.51,2.54
77.77,0.14,1.26,-0.03,2.34,2.31
77.84,0.14,1.26,-0.04,2.06,2.37
77.91,0.15,1.26,-0.04,2.12,2.2
77.98,0.15,1.26,-0.04,1.9,1.95
78.05,0.16,1.26,-0.04,2.03,2.03
78.12,0.16,1.26,-0.04,1.87,1.9
78.19,0.17,1.26,-0.04,2.03,2.01
78.26,0.17,1.26,-0.04,1.98,2.03
78.33,0.18,1.26,-0.04,2.01,2.01
78.4,0.18,1.26,-0.04,2.15,2.17
78.47,0.19,1.26,-0.05,2.01,2.09
78.54,0.19,1.25,-0.05,2.17,2.23
78.61,0.2,1.25,-0.05,2.09,2.2
78.68,0.2,1.25,-0.05,2.31,2.23
78.75,0.21,1.25,-0.05,2.29,2.31
78.82,0.21,1.25,-0.05,2.15,2.17
78.89,0.22,1.25,-0.05,2.4,2.37
78.96,0.23,1.25,-0.05,2.31,2.31
79.03,0.23,1.25,-0.05,2.2,2.15
79.1,0.24,1.25,-0.04,2.31,2.17
79.17,0.24,1.25,-0.04,2.09,2.06
79.24,0.25,1.25,-0.04,2.23,2.26
79.31,0.25,1.25,-0.05,2.03,2.17
79.38,0.26,1.25,-0.05,1.87,2.01
79.45,0.26,1.25,-0.05,2.01,1.95
79.52,0.27,1.25,-0.04,1.92,1.7
79.59,0.27,1.25,-0.04,2.06,1.95
79.66,0.27,1.25,-0.04,2.03,1.78
79.73,0.28,1.25,-0.03,2.2,2.06
79.8,0.28,1.25,-0.03,2.01,1.81
79.87,0.29,1.25,-0.03,2.03,2.03
79.94,0.29,1.25,-0.03,2.01,1.73
80.01,0.3,1.25,-0.02,2.09,2.01
80.08,0.3,1.25,-0.02,2.26,1.92
80.15,0.31,1.25,-0.02,2.2,2.12
80.22,0.31,1.25,-0.01,2.37,2.06
80.29,0.32,1.25,-0.0,2.65,2.23
80.36,0.33,1.25,0.0,2.59,2.48
80.43,0.33,1.25,0.0,2.59,2.45
80.5,0.34,1.25,0.01,2.59,2.4
80.57,0.34,1.25,0.01,2.26,2.28
80.64,0.35,1.25,0.0,2.15,2.23
80.71,0.35,1.25,0.01,2.4,2.31
80.78,0.36,1.25,0.0,2.17,2.31
80.85,0.36,1.25,0.01,2.29,2.06
80.92,0.37,1.25,0.01,2.23,2.06
80.99,0.37,1.25,0.01,2.12,2.03
81.06,0.38,1.25,0.02,2.23,2.09
81.13,0.38,1.25,0.01,2.06,2.15
81.2,0.39,1.25,0.02,2.23,2.15
81.27,0.4,1.25,0.02,2.34,2.34
81.34,0.4,1.25,0.01,2.34,2.4
81.41,0.41,1.25,0.01,2.45,2.45
81.48,0.41,1.25,0.01,2.37,2.45
81.55,0.42,1.25,0.01,2.2,2.31
81.62,0.42,1.25,0.01,2.45,2.4
81.69,0.43,1.25,0.01,2.48,2.56
81.76,0.44,1.25,0.01,2.51,2.56
81.83,0.44,1.25,0.01,2.68,2.48
81.9,0.45,1.25,0.01,2.48,2.48
81.97,0.45,1.25,0.01,2.15,2.4
82.04,0.46,1.25,0.0,2.06,2.45
82.11,0.46,1.25,-0.01,2.01,2.31
82.18,0.47,1.25,-0.01,2.23,2.23
82.25,0.47,1.25,-0.0,2.31,2.15
82.32,0.48,1.25,0.0,2.34,2.2
82.39,0.49,1.25,0.0,2.42,2.29
82.46,0.49,1.25,0.0,2.37,2.34
82.53,0.5,1.25,0.0,2.15,2.29
82.6,0.5,1.25,0.0,2.31,2.12
82.67,0.51,1.25,0.0,2.15,2.2
82.74,0.51,1.25,0.01,2.34,2.15
82.81,0.52,1.25,0.01,2.59,2.23
82.88,0.52,1.25,0.02,2.56,2.31
82.95,0.53,1.25,0.02,2.59,2.48
83.02,0.54,1.25,0.02,2.65,2.62
83.09,0.54,1.25,0.02,2.45,2.45
83.16,0.55,1.25,0.02,2.37,2.29
83.23,0.55,1.25,0.02,2.26,2.43
83.3,0.56,1.25,0.02,2.15,2.29
83.37,0.56,1.25,0.02,2.15,2.26
83.44,0.57,1.25,0.02,2.34,2.17
83.51,0.57,1.25,0.02,2.03,2.06
83.58,0.58,1.25,0.02,2.2,2.03
83.65,0.58,1.25,0.02,2.15,2.15
83.72,0.59,1.25,0.02,2.17,2.03
83.79,0.59,1.25,0.03,2.4,2.31
83.86,0.6,1.25,0.02,2.17,2.23
83.93,0.61,1.25,0.02,2.31,2.31
84.0,0.61,1.25,0.02,2.26,2.29
84.07,0.62,1.25,0.02,2.23,2.34
84.14,0.62,1.25,0.02,2.31,2.37
84.21,0.63,1.25,0.02,2.15,2.29
84.28,0.63,1.25,0.02,2.34,2.4
84.35,0.64,1.25,0.02,2.48,2.54
84.42,0.64,1.25,0.02,2.45,2.51
84.49,0.65,1.25,0.02,2.54,2.51
84.56,0.66,1.25,0.02,2.54,2.51
84.63,0.66,1.25,0.01,2.12,2.42
84.7,0.67,1.25,0.0,1.92,2.31
84.77,0.67,1.25,0.0,2.2,2.31
84.84,0.68,1.25,-0.0,2.17,2.26
84.91,0.68,1.25,0.0,2.4,2.12
84.98,0.69,1.25,0.0,2.29,2.31
85.05,0.69,1.25,0.0,2.23,2.29
85.12,0.7,1.25,0.0,2.31,2.26
85.19,0.7,1.25,0.0,2.15,2.29
85.26,0.71,1.25,0.01,2.37,2.09
85.33,0.72,1.25,0.01,2.31,2.17
85.4,0.72,1.25,0.01,2.17,2.17
85.47,0.73,1.25,0.01,2.42,2.17
85.54,0.73,1.25,0.02,2.4,2.31
85.61,0.74,1.25,0.02,2.45,2.29
85.68,0.74,1.25,0.02,2.54,2.42
85.75,0.75,1.25,0.02,2.42,2.4
85.82,0.75,1.26,0.02,2.34,2.26
85.89,0.76,1.26,0.02,2.34,2.37
85.96,0.77,1.26,0.02,2.2,2.31
86.03,0.77,1.26,0.02,2.03,2.29
86.1,0.78,1.26,0.02,2.17,2.2
86.17,0.78,1.26,0.01,1.98,2.01
86.24,0.79,1.26,0.02,2.31,2.01
86.31,0.79,1.26,0.02,2.09,2.06
86.38,0.8,1.26,0.03,2.31,2.09
86.45,0.8,1.26,0.03,2.45,2.29
86.52,0.81,1.26,0.03,2.4,2.26
86.59,0.81,1.26,0.03,2.37,2.4
86.66,0.82,1.26,0.03,2.29,2.34
86.73,0.82,1.26,0.03,2.12,2.26
86.8,0.83,1.26,0.02,2.17,2.34
86.87,0.83,1.26,0.02,2.17,2.2
86.94,0.84,1.26,0.02,2.31,2.31
87.01,0.85,1.26,0.02,2.51,2.59
87.08,0.85,1.26,0.02,2.42,2.56
87.15,0.86,1.26,0.02,2.56,2.45
87.22,0.86,1.26,0.02,2.48,2.43
87.29,0.87,1.26,0.02,2.09,2.37
87.36,0.87,1.26,0.01,1.81,2.26
87.43,0.88,1.26,0.0,1.98,2.23
87.5,0.88,1.26,0.0,2.09,2.12
87.57,0.89,1.26,0.01,2.29,2.15
87.64,0.89,1.26,0.01,2.37,2.26
87.71,0.9,1.26,0.01,2.51,2.26
87.78,0.91,1.26,0.01,2.45,2.37
87.85,0.91,1.26,0.01,2.23,2.31
87.92,0.92,1.26,0.02,2.34,2.15
87.99,0.92,1.26,0.02,2.29,2.26
88.06,0.93,1.26,0.02,2.31,2.2
88.13,0.93,1.26,0.02,2.51,2.29
88.2,0.94,1.26,0.02,2.45,2.37
88.27,0.94,1.26,0.03,2.42,2.37
88.34,0.95,1.26,0.03,2.54,2.48
88.41,0.96,1.26,0.03,2.37,2.37
88.48,0.96,1.26,0.03,2.34,2.37
88.55,0.97,1.26,0.02,2.26,2.48
88.62,0.97,1.26,0.02,2.2,2.34
88.69,0.98,1.26,0.02,2.2,2.26
88.76,0.98,1.26,0.02,2.31,2.2
88.83,0.99,1.26,0.02,1.98,2.09
88.9,0.99,1.26,0.02,2.17,2.06
88.97,1.0,1.26,0.02,2.12,2.06
89.04,1.0,1.26,0.02,2.15,2.03
89.11,1.01,1.26,0.02,2.29,2.31
89.18,1.01,1.26,0.02,2.01,2.17
89.25,1.02,1.26,0.02,2.23,2.23
89.32,1.02,1.26,0.02,2.06,2.23
89.39,1.03,1.26,0.02,2.23,2.29
89.46,1.04,1.26,0.01,2.17,2.29
89.53,1.04,1.26,0.01,1.95,2.34
89.6,1.05,1.26,0.0,2.34,2.4
89.67,1.05,1.26,0.0,2.45,2.59
89.74,1.06,1.26,-0.0,2.54,2.68
89.81,1.06,1.26,0.0,2.7,2.68
89.88,1.07,1.26,-0.0,2.4,2.56
89.95,1.08,1.26,-0.01,2.45,2.59
90.02,1.08,1.26,-0.01,2.12,2.51
90.09,1.09,1.26,-0.02,2.09,2.31
90.16,1.09,1.26,-0.02,2.15,2.31
90.23,1.1,1.26,-0.02,2.34,2.06
90.3,1.1,1.26,-0.02,2.31,2.29
90.37,1.11,1.26,-0.01,2.31,2.26
90.44,1.11,1.26,-0.01,2.31,2.23
90.51,1.12,1.26,-0.01,2.2,2.31
90.58,1.12,1.26,-0.01,2.29,2.12
90.65,1.13,1.26,-0.01,2.31,2.23
90.72,1.14,1.26,-0.01,2.23,2.26
90.79,1.14,1.26,-0.01,2.45,2.2
90.86,1.15,1.26,-0.0,2.45,2.37
90.93,1.15,1.26,-0.0,2.42,2.45
91.0,1.16,1.26,-0.0,2.62,2.54
91.07,1.16,1.26,-0.0,2.48,2.37
91.14,1.17,1.26,0.0,2.4,2.37
91.21,1.18,1.26,0.0,2.37,2.29
91.28,1.18,1.26,-0.0,2.23,2.43
91.35,1.19,1.26,-0.0,2.12,2.23
91.42,1.19,1.26,0.0,2.31,1.98
91.49,1.2,1.26,0.0,2.06,2.06
91.56,1.2,1.26,0.01,2.29,1.9
91.63,1.21,1.26,0.02,2.2,1.92
91.7,1.21,1.26,0.02,2.09,1.92
91.77,1.22,1.26,0.02,2.29,2.12
91.84,1.22,1.26,0.02,2.15,2.26
91.91,1.23,1.26,0.02,2.17,2.12
91.98,1.23,1.26,0.02,2.17,2.2
92.05,1.24,1.26,0.02,2.23,2.48
92.12,1.24,1.26,0.01,2.4,2.48
92.19,1.25,1.26,0.01,2.26,2.56
92.26,1.26,1.26,0.01,2.54,2.62
92.33,1.26,1.26,0.01,2.62,2.65
92.4,1.27,1.26,0.0,2.54,2.62
92.47,1.27,1.26,0.0,2.48,2.51
92.54,1.28,1.26,0.0,2.43,2.4
92.61,1.28,1.26,0.0,2.23,2.4
92.68,1.29,1.26,-0.01,1.98,2.31
92.75,1.3,1.26,-0.0,2.12,2.06
92.82,1.3,1.26,-0.01,2.12,2.23
92.89,1.31,1.26,-0.0,2.34,2.06
92.96,1.31,1.26,-0.0,2.29,2.34
93.03,1.32,1.26,-0.01,2.17,2.31
93.1,1.32,1.26,-0.0,2.34,2.29
93.17,1.33,1.26,-0.01,2.2,2.31
93.24,1.33,1.26,-0.0,2.34,2.17
93.31,1.34,1.26,-0.0,2.34,2.31
93.38,1.34,1.26,-0.0,2.34,2.4
93.45,1.35,1.26,0.0,2.45,2.26
93.52,1.36,1.26,0.0,2.51,2.42
93.59,1.36,1.26,0.0,2.42,2.51
93.66,1.37,1.26,0.0,2.59,2.56
93.73,1.37,1.26,0.0,2.56,2.4
93.8,1.38,1.26,0.0,2.34,2.37
93.87,1.38,1.26,0.0,2.26,2.34
93.94,1.39,1.26,0.0,2.34,2.43
94.01,1.4,1.26,-0.0,2.17,2.31
94.08,1.4,1.26,0.0,2.23,2.03
94.15,1.41,1.26,0.0,2.15,2.06
94.22,1.41,1.26,0.0,2.06,2.03
94.29,1.42,1.26,0.01,2.26,2.03
94.36,1.42,1.26,0.0,2.01,2.17
94.43,1.43,1.26,0.01,2.26,2.15
94.5,1.43,1.26,0.0,2.2,2.37
94.57,1.44,1.26,0.0,2.29,2.4
94.64,1.44,1.26,0.0,2.42,2.48
94.71,1.45,1.26,-0.0,2.29,2.51
94.78,1.45,1.26,-0.01,2.29,2.4
94.85,1.46,1.26,-0.0,2.51,2.37
94.92,1.47,1.26,-0.01,2.48,2.56
94.99,1.47,1.26,-0.01,2.4,2.56
95.06,1.48,1.26,-0.01,2.51,2.34
95.13,1.48,1.26,-0.01,2.4,2.4
95.2,1.49,1.26,-0.01,2.31,2.31
95.27,1.49,1.26,-0.01,2.26,2.29
95.34,1.5,1.26,-0.02,1.92,2.43
95.41,1.5,1.26,-0.01,2.2,2.12
95.48,1.51,1.26,-0.01,2.17,2.15
95.55,1.51,1.26,-0.01,2.31,2.2
95.62,1.52,1.26,-0.01,2.37,2.15
95.69,1.53,1.26,-0.01,2.17,2.31
95.76,1.53,1.26,-0.01,2.29,2.2
95.83,1.54,1.26,-0.0,2.29,2.09
95.9,1.54,1.26,-0.0,2.23,2.15
95.97,1.55,1.26,0.0,2.37,2.17
96.04,1.55,1.26,0.0,2.29,2.31
96.11,1.56,1.26,0.0,2.42,2.23
96.18,1.56,1.26,0.01,2.56,2.34
96.25,1.57,1.26,0.01,2.45,2.51
96.32,1.58,1.26,0.01,2.59,2.48
96.39,1.58,1.26,0.01,2.7,2.48
96.46,1.59,1.26,0.02,2.54,2.45
96.53,1.59,1.26,0.01,2.15,2.4
96.6,1.6,1.26,0.01,2.2,2.45
96.67,1.6,1.26,0.0,2.17,2.31
96.74,1.61,1.26,0.0,2.15,2.17
96.81,1.61,1.26,0.01,2.34,2.09
96.88,1.62,1.26,0.01,2.06,2.15
96.95,1.62,1.26,0.01,2.2,2.06
97.02,1.63,1.26,0.01,2.26,2.26
97.09,1.64,1.26,0.0,2.06,2.26
97.16,1.64,1.26,0.0,2.29,2.37
97.23,1.65,1.26,0.0,2.29,2.42
97.3,1.65,1.26,0.0,2.51,2.51
97.37,1.66,1.26,0.0,2.54,2.48
97.44,1.66,1.26,-0.0,2.31,2.65
97.51,1.67,1.26,-0.01,2.45,2.51
97.58,1.68,1.26,-0.01,2.54,2.54
97.65,1.68,1.26,-0.01,2.4,2.56
97.72,1.69,1.26,-0.01,2.45,2.48
97.79,1.69,1.26,-0.01,2.48,2.31
97.86,1.7,1.26,-0.01,2.23,2.45
97.93,1.7,1.26,-0.02,1.92,2.42
98.0,1.71,1.26,-0.02,2.01,2.12
98.07,1.71,1.26,-0.02,2.2,2.23
98.14,1.72,1.26,-0.02,2.4,1.98
98.21,1.73,1.26,-0.01,2.4,2.17
98.28,1.73,1.26,-0.01,2.37,2.2
98.35,1.74,1.26,-0.0,2.34,2.09
98.42,1.74,1.26,-0.0,2.12,2.23
98.49,1.75,1.26,-0.0,2.31,2.09
98.56,1.75,1.26,-0.0,2.23,2.23
98.63,1.76,1.26,-0.0,2.28,2.31
98.7,1.76,1.26,0.0,2.48,2.31
98.77,1.77,1.26,0.01,2.59,2.42
98.84,1.77,1.26,0.01,2.62,2.48
98.91,1.78,1.26,0.01,2.65,2.51
98.98,1.79,1.26,0.01,2.48,2.37
99.05,1.79,1.26,0.01,2.29,2.31
99.12,1.8,1.26,0.01,2.17,2.23
99.19,1.8,1.26,0.01,2.29,2.37
99.26,1.81,1.26,0.01,2.03,2.15
99.33,1.81,1.26,0.01,2.26,2.01
99.4,1.82,1.26,0.01,2.01,2.06
99.47,1.82,1.26,0.01,2.09,2.01
99.54,1.83,1.26,0.01,2.01,2.06
99.61,1.83,1.26,0.01,1.95,2.01
99.68,1.84,1.26,0.01,2.23,2.2
99.75,1.84,1.26,0.01,2.12,2.23
99.82,1.85,1.26,0.01,2.45,2.37
99.89,1.85,1.26,0.01,2.42,2.48
99.96,1.86,1.26,0.01,2.45,2.51
100.03,1.87,1.26,0.01,2.45,2.45
100.1,1.87,1.26,0.01,2.34,2.4
100.17,1.88,1.26,0.0,2.29,2.45
100.24,1.88,1.26,0.0,2.43,2.51
100.31,1.89,1.26,0.0,2.37,2.4
100.38,1.89,1.26,0.0,2.4,2.42
100.45,1.9,1.26,0.01,2.51,2.31
100.52,1.91,1.26,0.0,2.26,2.45
100.59,1.91,1.26,-0.01,1.98,2.37
100.66,1.92,1.26,-0.01,2.09,2.2
100.73,1.92,1.26,-0.01,2.2,2.2
100.8,1.93,1.26,0.0,2.48,2.01
100.87,1.93,1.26,0.0,2.31,2.29
100.94,1.94,1.26,0.0,2.17,2.12
101.01,1.94,1.26,0.01,2.29,2.06
101.08,1.95,1.26,0.01,2.03,2.06
101.15,1.95,1.26,0.01,2.06,1.92
101.22,1.96,1.26,0.01,2.03,2.12
101.29,1.96,1.26,0.01,2.29,2.09
101.36,1.97,1.26,0.01,2.48,2.31
101.43,1.97,1.26,0.02,2.45,2.34
101.5,1.98,1.26,0.02,2.56,2.4
101.57,1.99,1.26,0.02,2.62,2.54
101.64,1.99,1.26,0.02,2.48,2.45
101.71,2.0,1.26,0.02,2.37,2.34
101.78,2.0,1.26,0.02,2.31,2.37
101.85,2.01,1.26,0.02,2.15,2.26
101.92,2.01,1.26,0.02,2.26,2.37
101.99,2.02,1.26,0.02,2.4,2.26
102.06,2.02,1.26,0.02,2.23,2.17
102.13,2.03,1.26,0.02,2.29,2.23
102.2,2.04,1.26,0.02,2.09,2.06
102.27,2.04,1.26,0.02,2.06,2.04
102.34,2.05,1.26,0.02,2.26,2.23
102.41,2.05,1.26,0.02,2.12,2.17
102.48,2.06,1.26,0.02,2.37,2.34
102.55,2.06,1.26,0.02,2.42,2.37
102.62,2.07,1.26,0.02,2.48,2.45
102.69,2.07,1.26,0.04,1.87,1.31
102.76,2.07,1.26,0.05,1.0,0.03
102.83,2.07,1.26,0.07,0.7,0.0
102.9,2.07,1.26,0.08,0.64,0.0
102.97,2.07,1.26,0.08,0.0,0.0
103.04,2.07,1.26,0.08,0.0,0.0
103.11,2.07,1.26,0.08,0.0,0.0
103.18,2.07,1.26,0.08,0.0,0.0
103.25,2.07,1.26,0.08,0.0,0.0
103.32,2.07,1.26,0.08,0.0,0.0
103.39,2.07,1.26,0.08,0.0,0.0
103.46,2.07,1.26,0.08,0.0,0.0
103.53,2.07,1.26,0.08,0.03,0.0
103.6,2.07,1.26,0.09,0.25,0.0
103.67,2.07,1.26,0.09,0.31,0.0
103.74,2.07,1.26,0.09,0.03,0.0
103.81,2.07,1.26,0.09,0.0,0.0
103.88,2.08,1.26,0.1,0.2,0.0
103.95,2.08,1.26,0.11,0.53,0.0
104.02,2.08,1.26,0.13,1.0,0.0
104.09,2.08,1.26,0.16,1.62,0.0
104.16,2.08,1.26,0.19,1.56,0.0
104.23,2.08,1.26,0.21,1.28,0.0
104.3,2.08,1.26,0.23,1.03,0.0
104.37,2.08,1.26,0.23,0.08,0.0
104.44,2.08,1.26,0.24,0.08,0.0
104.51,2.08,1.26,0.24,0.0,0.0
104.58,2.08,1.26,0.24,0.0,0.0
104.65,2.08,1.26,0.24,0.0,0.0
104.72,2.08,1.26,0.24,0.0,0.0
104.79,2.08,1.26,0.24,0.0,-0.08
104.86,2.08,1.26,0.24,0.0,0.0
104.93,2.08,1.26,0.24,0.0,0.0
105.0,2.08,1.26,0.24,0.0,0.0
105.07,2.08,1.26,0.24,0.0,0.0
105.14,2.08,1.26,0.24,0.0,0.0
105.21,2.08,1.26,0.24,0.0,0.0
105.28,2.08,1.26,0.24,0.0,0.0
105.35,2.08,1.26,0.24,0.0,0.0
105.42,2.08,1.26,0.24,0.0,0.0
105.49,2.08,1.26,0.24,0.0,0.0
105.56,2.08,1.26,0.24,0.0,0.0
105.63,2.08,1.26,0.24,0.0,0.0
105.7,2.08,1.26,0.24,0.0,0.0
105.77,2.08,1.26,0.24,0.0,0.0
105.84,2.08,1.26,0.24,0.0,0.0
105.91,2.08,1.26,0.24,0.0,0.0
105.98,2.08,1.26,0.24,0.0,0.0
106.05,2.08,1.26,0.24,0.0,-0.03
106.12,2.08,1.26,0.24,0.0,0.0
106.19,2.08,1.26,0.24,0.0,0.0
106.26,2.08,1.26,0.24,0.0,0.0
106.33,2.08,1.26,0.24,0.0,0.0
106.4,2.08,1.26,0.24,0.0,0.0
106.47,2.08,1.26,0.24,0.0,0.0
106.54,2.08,1.26,0.24,0.0,0.0
106.61,2.08,1.26,0.24,0.0,-0.03
106.68,2.08,1.26,0.24,0.0,0.0
106.75,2.08,1.26,0.25,0.0,-0.47
106.82,2.08,1.26,0.29,0.0,-2.12
106.89,2.08,1.26,0.35,-0.03,-3.21
106.96,2.07,1.26,0.42,0.0,-3.76
107.03,2.07,1.26,0.5,0.0,-3.73
107.1,2.06,1.26,0.56,0.0,-3.57
107.17,2.06,1.26,0.62,0.0,-3.12
107.24,2.06,1.25,0.67,0.0,-2.45
107.31,2.06,1.25,0.7,0.0,-1.37
107.38,2.06,1.25,0.7,0.0,-0.31
107.45,2.06,1.25,0.7,0.0,0.0
107.52,2.06,1.25,0.7,0.0,0.0
107.59,2.06,1.25,0.7,0.0,0.0
107.66,2.06,1.25,0.7,-0.03,0.0
107.73,2.06,1.25,0.7,0.0,0.0
107.8,2.06,1.25,0.7,0.0,0.0
107.87,2.06,1.25,0.7,-0.03,0.0
107.94,2.06,1.25,0.68,-1.25,0.0
108.01,2.06,1.25,0.67,-0.56,0.0
108.08,2.06,1.25,0.67,-0.11,0.0
108.15,2.06,1.25,0.66,-0.08,0.0
108.22,2.06,1.25,0.66,-0.03,0.0
108.29,2.06,1.25,0.66,0.0,0.0
108.36,2.06,1.25,0.66,0.0,0.0
108.43,2.06,1.25,0.66,0.0,0.0
108.5,2.06,1.25,0.66,0.0,0.0
108.57,2.06,1.25,0.66,0.0,0.0
108.64,2.06,1.25,0.66,0.0,0.0
108.71,2.06,1.25,0.66,0.0,0.0
108.78,2.06,1.25,0.66,0.0,0.0
108.85,2.06,1.25,0.66,0.0,0.0
108.92,2.06,1.25,0.66,0.0,0.0
108.99,2.06,1.25,0.66,-0.03,0.0
109.06,2.06,1.25,0.66,0.0,0.0
109.13,2.06,1.25,0.66,-0.08,0.0
109.2,2.06,1.25,0.65,-0.45,0.0
109.27,2.05,1.25,0.63,-1.12,0.0
109.34,2.05,1.25,0.59,-2.17,0.0
109.41,2.05,1.25,0.54,-2.34,0.0
109.48,2.05,1.25,0.49,-2.57,0.0
109.55,2.04,1.24,0.45,-2.4,0.0
109.62,2.04,1.24,0.41,-1.9,0.0
109.69,2.04,1.24,0.38,-1.87,0.0
109.76,2.04,1.24,0.35,-1.53,0.0
109.83,2.04,1.24,0.31,-2.06,0.0
109.9,2.03,1.24,0.27,-2.04,0.0
109.97,2.03,1.24,0.22,-2.37,0.0
110.04,2.03,1.24,0.17,-2.51,0.0
110.11,2.03,1.24,0.13,-1.95,0.0
110.18,2.02,1.24,0.1,-1.65,0.0
110.25,2.02,1.24,0.09,-0.45,0.0
110.32,2.02,1.24,0.09,-0.03,0.0
110.39,2.02,1.24,0.09,0.0,-0.03
110.46,2.02,1.24,0.09,0.0,0.0
110.53,2.02,1.24,0.09,0.0,0.0
110.6,2.02,1.24,0.09,0.0,-0.03
110.67,2.02,1.24,0.11,0.0,-0.81
110.74,2.02,1.24,0.14,0.0,-1.48
110.81,2.02,1.24,0.17,0.0,-1.73
110.88,2.02,1.24,0.2,0.0,-1.67
110.95,2.02,1.24,0.23,0.0,-1.48
111.02,2.01,1.24,0.25,0.0,-1.06
111.09,2.01,1.24,0.28,0.0,-1.14
111.16,2.01,1.24,0.3,0.0,-1.51
111.23,2.01,1.23,0.33,-0.03,-1.31
111.3,2.01,1.23,0.36,-0.25,-1.81
111.37,2.0,1.23,0.37,-1.11,-1.87
111.44,2.0,1.23,0.37,-2.56,-2.56
111.51,1.99,1.23,0.37,-3.04,-2.9
111.58,1.98,1.23,0.37,-3.26,-3.09
111.65,1.98,1.22,0.37,-2.79,-3.12
111.72,1.97,1.22,0.38,-2.51,-2.81
111.79,1.97,1.22,0.38,-2.43,-2.54
111.86,1.96,1.22,0.39,-1.95,-2.12
111.93,1.96,1.21,0.39,-1.9,-2.01
112.0,1.95,1.21,0.39,-1.9,-2.2
112.07,1.95,1.21,0.4,-1.98,-2.04
112.14,1.94,1.21,0.4,-2.37,-2.4
112.21,1.94,1.21,0.4,-2.28,-2.26
112.28,1.93,1.2,0.39,-2.54,-2.34
112.35,1.93,1.2,0.39,-2.68,-2.59
112.42,1.92,1.2,0.39,-2.54,-2.45
112.49,1.92,1.2,0.39,-2.54,-2.51
112.56,1.91,1.2,0.39,-2.48,-2.54
112.63,1.91,1.19,0.39,-2.23,-2.09
112.7,1.9,1.19,0.38,-2.34,-2.2
112.77,1.9,1.19,0.39,-2.37,-2.48
112.84,1.89,1.19,0.39,-2.37,-2.42
112.91,1.88,1.18,0.39,-2.4,-2.68
112.98,1.88,1.18,0.4,-2.34,-2.62
113.05,1.87,1.18,0.4,-2.06,-2.26
113.12,1.87,1.18,0.4,-2.23,-2.31
113.19,1.86,1.18,0.41,-2.2,-2.37
113.26,1.86,1.17,0.4,-2.43,-2.26
113.33,1.85,1.17,0.4,-2.42,-2.26
113.4,1.85,1.17,0.4,-2.43,-2.54
113.47,1.84,1.17,0.4,-2.34,-2.09
113.54,1.84,1.17,0.39,-2.51,-2.26
113.61,1.83,1.16,0.39,-2.31,-2.06
113.68,1.83,1.16,0.38,-2.37,-1.84
113.75,1.82,1.16,0.37,-2.62,-2.31
113.82,1.82,1.16,0.37,-2.26,-2.03
113.89,1.81,1.16,0.37,-2.31,-2.31
113.96,1.81,1.15,0.37,-2.2,-2.23
114.03,1.8,1.15,0.37,-1.9,-1.87
114.1,1.8,1.15,0.37,-2.26,-2.26
114.17,1.8,1.15,0.37,-1.87,-1.95
114.24,1.79,1.15,0.37,-2.34,-2.4
114.31,1.79,1.14,0.37,-2.31,-2.37
114.38,1.78,1.14,0.37,-2.17,-2.29
114.45,1.77,1.14,0.37,-2.51,-2.59
114.52,1.77,1.14,0.38,-2.31,-2.51
114.59,1.76,1.14,0.38,-2.01,-2.2
114.66,1.76,1.13,0.39,-2.15,-2.54
114.73,1.75,1.13,0.39,-1.95,-2.2
114.8,1.75,1.13,0.39,-2.31,-2.2
114.87,1.74,1.13,0.39,-2.45,-2.51
