tempo_s,phi_d,phi_e,x_m,y_m,theta_rad
0.0,0.04398993711599863,0.047130524276854574,0.0,0.0,0.0
0.0010002000400080016,0.08804457121965371,0.09427256314285568,1.549357715221549e-06,0.0,-7.265396172370679e-07
0.002000400080016003,0.13215694534150058,0.14140932069898138,4.649369001640675e-06,-2.252281013465938e-12,-2.167315700269094e-06
0.0030006001200240046,0.17632006441160974,0.18852399298446845,9.300925835684755e-06,-1.2333673170599457e-11,-4.307748971646821e-06
0.004000800160032006,0.22052689628204564,0.2355997740380178,1.5504515529299262e-05,-3.905718029395146e-11,-7.130990977035628e-06
0.005001000200040008,0.2647703727626108,0.2826198619632035,2.3260220065450418e-05,-9.43630393627371e-11,-1.061793219999487e-05
0.006001200240048009,0.3090433906697722,0.32956746499584594,3.2567715554362475e-05,-1.9318939541947735e-10,-1.4747211340313762e-05
0.007001400280056011,0.35333881288866487,0.37642580757110744,4.342627181074874e-05,-3.5332281939470043e-10,-1.9495225753308654e-05
0.008001600320064013,0.39764946944806007,0.4231781363880683,5.583475205225564e-05,-5.952289429889938e-10,-2.4836143046992204e-05
0.009001800360072015,0.4419681586081868,0.4698077264695381,6.979161271929957e-05,-9.418635310739076e-10,-3.074191383353237e-05
0.010002000400080016,0.48628764796128787,0.5162978872148637,8.529490341643598e-05,-1.4184643579716186e-09,-3.718228563092549e-05
0.011002200440088018,0.5306006755447906,0.5626319684434888,0.00010234226697536052,-2.05232429936589e-09,-4.4124817910317274e-05
0.012002400480096018,0.574899950966967,0.6087933664270301,0.00012093093963960165,-2.8725460964023454e-09,-5.153489828391402e-05
0.01300260052010402,0.6191781565449559,0.6547655299076326,0.00014105775137092437,-3.909779292673793e-09,-5.93757598279381e-05
0.014002800560112022,0.6634279484550144,0.7005319661003733,0.00016271912627742393,-5.195939888176481e-09,-6.760849953459376e-05
0.015003000600120024,0.7076419578948666,0.7460762466774882,0.00018591108316324913,-6.763913296887134e-09,-7.619209788652403e-05
0.016003200640128026,0.7518127922580041,0.7913820137321987,0.00021062923619985348,-8.647241236270562e-09,-8.508343954675495e-05
0.017003400680136026,0.7959330363198035,0.8364329857199269,0.00023686879571863304,-1.0879793217707411e-08,-9.423733515664301e-05
0.01800360072014403,0.8399952534353098,0.8812129633746913,0.00026462456912476937,-1.3495423346456174e-08,-0.00010360654423386115
0.01900380076015203,0.8839919867485366,0.9257058355984862,0.00029389096193205484,-1.6527613178259248e-08,-0.00011314179916198264
0.020004000800160033,0.9279157604131317,0.9698955853214508,0.00032466197891844003,-2.0009101416998386e-08,-0.00012279183026274896
0.021004200840168033,0.9717590808242489,1.0137662953306572,0.00035693122540199807,-2.3971501273829057e-08,-0.0001325033919416347
0.022004400880176037,1.0155144378614653,1.0573021540653402,0.00039069190863696713,-2.844490634290962e-08,-0.00014222128989685762
0.023004600920184037,1.0591743061425833,1.1004874613764188,0.0004259368393294848,-3.345748588212114e-08,-0.00015188840938151472
0.024004800960192037,1.102731146288145,1.1433066342481621,0.0004626584332725959,-3.903507041898594e-08,-0.0001614457445080666
0.02500500100020004,1.1461774061964876,1.1857442124798658,0.0005008487131000686,-4.5200728632272404e-08,-0.00017083242858393336
0.02600520104020804,1.1895055223291708,1.2277848643254312,0.0005404993101585181,-5.19743364884633e-08,-0.000179985765466513
0.027005401080216044,1.2327079210065899,1.2694133920887356,0.0005816014664972977,-5.937213963930647e-08,-0.0001888412619254841
0.028005601120224044,1.2757770197135962,1.3106147376727122,0.0006241460369755741,-6.740631011200412e-08,-0.00019733266099980886
0.029005801160232048,1.3187052284149368,1.3513739880800695,0.0006681234914859697,-7.608449834718195e-08,-0.00020539197633641322
0.030006001200240048,1.3614849508803293,1.3916763808636001,0.0007135239172941098,-8.540938166155662e-08,-0.0002129495274970842
0.03100620124024805,1.4041085860189704,1.4315073095240385,0.0007603370214933801,-9.537821023215017e-08,-0.0002199339762196941
0.03200640128025605,1.4465685292232886,1.4708523288534587,0.0008085521335741551,-1.059823517169307e-07,-0.00022627236361943468
0.033006601320264055,1.4888571737217378,1.509697160222216,0.0008581582081067251,-1.1720683564285864e-07,-0.0002318901483153248
0.03400680136027205,1.5309669119404261,1.5480276968074533,0.0009091438275371064,-1.2902989870643915e-07,-0.00023671124546683847
0.035007001400280055,1.5728901368733805,1.5858300087612212,0.0009614972050948875,-1.4142253214399936e-07,-0.00024065806670509242
0.03600720144028806,1.6146192434612248,1.6230903483162802,0.0010152061878122174,-1.5434803233898162e-07,-0.00024365156094262417
0.03700740148029606,1.656146629978068,1.6597951548276755,0.0010702582596530171,-1.6776155584155406e-07,-0.00024561125604539904
0.03800760152030406,1.6974646994263767,1.6959310597481974,0.0011266405447514468,-1.8160967998175134e-07,-0.0002464553013502876
0.03900780156031206,1.7385658609396164,1.7314848915358694,0.0011843398107586336,-1.9582997026115746e-07,-0.0002461005110108721
0.040008001600320066,1.7794425311924347,1.7664436804916206,0.0012433424722966201,-2.1035055570980615e-07,-0.0002444624081540599
0.04100820164032806,1.8200871358181565,1.8007946635253387,0.0013036345945184684,-2.250897133944913e-07,-0.0002414552698296081
0.042008401680336066,1.8604921108333614,1.8345252888485157,0.001365201896773411,-2.399554632620338e-07,-0.0002369921727342992
0.04300860172034407,1.9006499040693132,1.867623220591729,0.001428029756375904,-2.548451744962358e-07,-0.0002309850396921482
0.04400880176035207,1.940552976609993,1.9000763433452235,0.0014921032124774135,-2.6964518456026977e-07,-0.00022334468687166664
0.04500900180036007,1.9801938042365015,1.9318727666209021,0.0015574069700397214,-2.8423043208708455e-07,-0.00021398087172086672
0.04600920184036807,2.019564878877587,1.9630008292340442,0.0016239254039085089,-2.9846410476907743e-07,-0.00020280234160035022
0.04700940188037608,2.0586587100660454,1.9934491036031121,0.0016916425629859384,-3.1219730338478014e-07,-0.00018971688309449625
0.048009601920384073,2.097467826400745,2.0232063999660337,0.0017605421745009301,-3.252687230846504e-07,-0.0001746313719804386
0.04900980196039208,2.135984777014018,2.052261770511372,0.0018306076483757918,-3.375043530402568e-07,-0.0001574518238342094
0.05001000200040008,2.1742021330441648,2.0806045134228466,0.0019018220816878213,-3.48717195541215e-07,-0.00013808344525311923
0.051010202040408084,2.212112489112806,2.108224176835669,0.0019741682632244922,-3.5870700560219813e-07,-0.0001164306856731432
0.05201040208041608,2.249708464806826,2.1351105627032236,0.002047628678130778,-3.672600521182193e-07,-9.23972897597929e-05
0.053010602120424084,2.286982706164623,2.1612537305726325,0.002122185512647161,-3.7414890158020633e-07,-6.588635035066967e-05
0.05401080216043209,2.3239278871664175,2.1866440012677844,0.0021978206589368184,-3.791322253346818e-07,-3.680036192762669e-05
0.05501100220044009,2.360536711228334,2.211271960478452,0.00227451572000049,-3.8195463134116043e-07,-5.041274596190758e-06
0.05601120224044809,2.396801912699975,2.23512846225414,0.002352252014677453,-3.823465213487207e-07,2.9489451450351713e-05
0.05701140228045609,2.432716258365215,2.2582046324013514,0.0024310105827310452,-3.8002397437913184e-07,6.689079100505457e-05
0.058011602320464095,2.468272548945937,2.280491871783003,0.002510772190017128,-3.746886573679738e-07,0.00010726209848268192
0.05901180236047209,2.5034636206084104,2.3019818595187322,0.002591517333733863,-3.660277637774161e-07,0.0001507030521396699
0.060012002400480095,2.538282346472039,2.3226665560849056,0.002673226247751151,-3.5371398095477177e-07,0.00019731359790221747
0.0610122024404881,2.5727216381201745,2.3425382063131535,0.0027558789080180507,-3.3740548696967584e-07,0.00024719389282625373
0.0620124024804961,2.606774447112712,2.361589342286305,0.0028394550380464816,-3.1674597761979634e-07,0.00030044424821324084
0.0630126025205041,2.640433766500166,2.379812786130633,0.002923934114469486,-2.913647242504435e-07,0.0003571650724059555
0.0640128025605121,2.673692632338925,2.3972016527033455,0.003009295372672304,-2.6087666298734825e-07,0.00041745681328858196
0.0650130026005201,2.706544125207392,2.41374935217433,0.0030955178124944887,-2.2488251593431017e-07,0.00048141990051561734
0.06601320264052811,2.7389813717226916,2.429449592501157,0.0031825802040012833,-1.8296894483842263e-07,0.0005491546874942657
0.06701340268053611,2.770997546057656,2.4442963817964234,0.0032704610933224436,-1.3470873767525174e-07,0.0006207613931451387
0.0680136027205441,2.8025858714577607,2.458284030586528,0.003359138808556679,-7.966102855473856e-08,0.0006963400434662354
0.0690138027605521,2.8337396217577115,2.47140715396104,0.0034485914657398763,-1.7371551295783208e-08,0.0007759904129253105
0.07001400280056011,2.864452122897364,2.4836606736118365,0.003538796974875222,5.2627073036442255e-08,0.0008598119657058453
