X,Y,Theta,Setpoint VD,Setpoint VE,VD,VE,tempo
0.87000,0.70000,0.00000,2.37000,2.26000,2.27000,2.31000,-29612.00000
0.88000,0.70000,0.00000,2.12000,2.34000,2.25000,2.30000,27776.00000
0.88000,0.70000,-0.00000,2.15000,2.29000,2.27000,2.31000,19632.00000
0.89000,0.70000,-0.00000,2.15000,2.29000,2.28000,2.31000,11480.00000
0.89000,0.70000,-0.01000,2.26000,2.37000,2.29000,2.32000,3320.00000
0.90000,0.70000,-0.01000,2.29000,2.23000,2.30000,2.32000,-4772.00000
0.90000,0.70000,-0.00000,2.20000,2.12000,2.29000,2.32000,-12892.00000
0.91000,0.70000,-0.00000,2.17000,2.20000,2.29000,2.31000,-21016.00000
0.91000,0.70000,-0.00000,2.03000,1.98000,2.28000,2.31000,-29164.00000
0.92000,0.70000,-0.01000,2.06000,2.17000,2.28000,2.31000,28236.00000
0.92000,0.70000,-0.00000,2.20000,2.06000,2.28000,2.31000,20092.00000
0.93000,0.70000,-0.00000,2.20000,2.26000,2.27000,2.30000,11944.00000
0.93000,0.70000,-0.01000,2.37000,2.45000,2.27000,2.30000,3808.00000
0.94000,0.70000,-0.01000,2.34000,2.40000,2.27000,2.31000,-4268.00000
0.94000,0.70000,-0.01000,2.31000,2.51000,2.27000,2.31000,-12432.00000
0.95000,0.70000,-0.01000,2.48000,2.65000,2.28000,2.31000,-20568.00000
0.96000,0.70000,-0.02000,2.37000,2.42000,2.29000,2.31000,-28752.00000
0.96000,0.70000,-0.02000,2.40000,2.62000,0.46000,-0.46000,28580.00000
0.97000,0.70000,-0.02000,2.45000,2.42000,0.46000,-0.46000,20464.00000
0.97000,0.70000,-0.01000,1.42000,0.89000,0.46000,-0.46000,12260.00000
0.97000,0.70000,-0.00000,0.42000,0.20000,0.46000,-0.46000,4212.00000
0.97000,0.70000,-0.00000,0.00000,0.00000,0.46000,-0.46000,-3732.00000
0.97000,0.70000,-0.00000,0.03000,0.00000,0.46000,-0.46000,-11488.00000
0.97000,0.70000,-0.00000,0.03000,0.00000,0.46000,-0.46000,-19444.00000
0.97000,0.70000,0.01000,0.59000,0.00000,0.46000,-0.46000,-27388.00000
0.97000,0.70000,0.01000,0.33000,0.00000,0.46000,-0.46000,30160.00000
0.97000,0.70000,0.02000,0.08000,0.00000,0.46000,-0.46000,22200.00000
0.97000,0.70000,0.02000,0.03000,0.00000,0.46000,-0.46000,14256.00000
0.97000,0.70000,0.02000,0.06000,0.00000,0.46000,-0.46000,6312.00000
0.97000,0.70000,0.02000,0.06000,0.00000,0.46000,-0.46000,-1592.00000
0.97000,0.70000,0.02000,0.00000,0.00000,0.46000,-0.46000,-9480.00000
0.97000,0.70000,0.02000,0.00000,0.00000,0.46000,-0.46000,-17232.00000
0.97000,0.70000,0.02000,0.00000,0.00000,0.46000,-0.46000,-25028.00000
0.97000,0.70000,0.02000,0.00000,0.00000,0.46000,-0.46000,32716.00000
0.97000,0.70000,0.02000,0.00000,0.00000,0.46000,-0.46000,24920.00000
0.97000,0.70000,0.02000,0.00000,0.00000,0.46000,-0.46000,17136.00000
0.97000,0.70000,0.02000,0.00000,0.00000,0.46000,-0.46000,9340.00000
0.97000,0.70000,0.02000,0.00000,0.00000,0.46000,-0.46000,1596.00000
0.97000,0.70000,0.02000,0.00000,0.00000,0.46000,-0.46000,-6148.00000
0.97000,0.70000,0.02000,0.00000,0.00000,0.46000,-0.46000,-13900.00000
0.97000,0.70000,0.02000,0.00000,0.00000,0.46000,-0.46000,-21692.00000
0.97000,0.70000,0.02000,0.00000,0.00000,0.46000,-0.46000,-29496.00000
0.97000,0.70000,0.02000,0.00000,0.00000,0.46000,-0.46000,28252.00000
0.97000,0.70000,0.02000,0.00000,0.00000,0.46000,-0.46000,20464.00000
0.97000,0.70000,0.02000,0.00000,0.00000,0.46000,-0.46000,12668.00000
0.97000,0.70000,0.02000,0.00000,0.00000,0.46000,-0.46000,4888.00000
0.97000,0.70000,0.02000,0.00000,0.00000,0.46000,-0.46000,-2868.00000
0.97000,0.70000,0.02000,0.00000,0.00000,0.46000,-0.46000,-10608.00000
0.97000,0.70000,0.02000,0.00000,0.00000,0.46000,-0.46000,-18408.00000
0.97000,0.70000,0.02000,0.00000,0.00000,0.46000,-0.46000,-26204.00000
0.97000,0.70000,0.02000,0.00000,0.00000,0.46000,-0.46000,31536.00000
0.97000,0.70000,0.02000,0.03000,0.00000,0.46000,-0.46000,23748.00000
0.97000,0.70000,0.02000,0.00000,0.00000,0.46000,-0.46000,15816.00000
0.97000,0.70000,0.02000,0.03000,0.00000,0.46000,-0.46000,8032.00000
0.97000,0.70000,0.03000,0.50000,0.00000,0.46000,-0.46000,160.00000
0.98000,0.70000,0.06000,1.45000,0.00000,0.46000,-0.46000,-7700.00000
0.98000,0.70000,0.10000,2.31000,0.00000,0.47000,-0.47000,-15664.00000
0.98000,0.70000,0.14000,2.18000,0.00000,0.47000,-0.47000,-23708.00000
0.98000,0.70000,0.19000,2.23000,0.00000,0.48000,-0.48000,-31740.00000
0.99000,0.70000,0.22000,1.90000,0.00000,0.50000,-0.50000,25800.00000
0.99000,0.70000,0.25000,1.51000,0.00000,0.51000,-0.51000,17784.00000
0.99000,0.70000,0.27000,1.06000,0.00000,0.53000,-0.53000,9784.00000
0.99000,0.70000,0.29000,0.98000,0.00000,0.54000,-0.54000,1856.00000
0.99000,0.70000,0.30000,0.45000,0.00000,0.55000,-0.55000,-6060.00000
0.99000,0.70000,0.30000,0.03000,0.00000,0.55000,-0.55000,-13960.00000
0.99000,0.70000,0.30000,0.08000,0.00000,0.55000,-0.55000,-21900.00000
0.99000,0.70000,0.31000,0.06000,0.00000,0.55000,-0.55000,-29856.00000
0.99000,0.70000,0.31000,0.11000,0.00000,0.56000,-0.56000,27708.00000
0.99000,0.70000,0.31000,0.00000,0.00000,0.56000,-0.56000,19744.00000
0.99000,0.70000,0.31000,0.00000,0.00000,0.56000,-0.56000,11956.00000
0.99000,0.70000,0.31000,0.00000,0.00000,0.56000,-0.56000,4144.00000
0.99000,0.70000,0.31000,0.00000,0.00000,0.56000,-0.56000,-3604.00000
0.99000,0.70000,0.31000,0.00000,0.00000,0.56000,-0.56000,-11356.00000
0.99000,0.70000,0.31000,0.03000,0.00000,0.56000,-0.56000,-19156.00000
0.99000,0.70000,0.31000,0.28000,0.00000,0.56000,-0.56000,-27112.00000
0.99000,0.70000,0.33000,0.86000,-0.03000,0.56000,-0.56000,30488.00000
0.99000,0.70000,0.36000,1.73000,0.00000,0.57000,-0.57000,22440.00000
1.00000,0.71000,0.40000,1.87000,0.00000,0.58000,-0.58000,14420.00000
1.00000,0.71000,0.44000,1.90000,0.00000,0.60000,-0.60000,6408.00000
1.00000,0.71000,0.47000,1.51000,0.00000,0.60000,-0.60000,-1568.00000
1.00000,0.71000,0.48000,0.89000,0.00000,0.60000,-0.61000,-9504.00000
1.00000,0.71000,0.50000,0.78000,0.00000,0.60000,-0.61000,-17424.00000
1.00000,0.71000,0.51000,0.50000,0.00000,0.59000,-0.62000,-25412.00000
1.00000,0.71000,0.51000,0.06000,0.00000,0.58000,-0.62000,32144.00000
1.00000,0.71000,0.51000,0.00000,0.00000,0.58000,-0.62000,24196.00000
1.00000,0.71000,0.51000,0.00000,0.00000,0.58000,-0.62000,16384.00000
1.00000,0.71000,0.51000,0.00000,0.00000,0.58000,-0.62000,8572.00000
1.00000,0.71000,0.51000,0.00000,0.00000,0.58000,-0.62000,820.00000
1.00000,0.71000,0.51000,0.00000,0.00000,0.58000,-0.62000,-6900.00000
1.00000,0.71000,0.51000,0.00000,0.00000,0.58000,-0.62000,-14652.00000
1.00000,0.71000,0.51000,0.00000,0.00000,0.58000,-0.62000,-22472.00000
1.00000,0.71000,0.51000,0.00000,0.00000,0.58000,-0.62000,-30272.00000
1.00000,0.71000,0.51000,0.00000,0.00000,0.58000,-0.62000,27456.00000
1.00000,0.71000,0.51000,0.00000,0.00000,0.58000,-0.62000,19644.00000
1.00000,0.71000,0.51000,0.00000,0.00000,0.58000,-0.62000,11848.00000
1.00000,0.71000,0.51000,0.03000,0.00000,0.58000,-0.62000,4048.00000
1.00000,0.71000,0.52000,0.31000,0.00000,0.58000,-0.62000,-3860.00000
1.00000,0.71000,0.53000,0.84000,0.00000,0.58000,-0.62000,-11748.00000
1.00000,0.71000,0.56000,1.65000,0.00000,0.55000,-0.64000,-19748.00000
1.01000,0.71000,0.61000,2.26000,0.00000,0.44000,-0.69000,-27780.00000
1.01000,0.71000,0.65000,2.37000,0.00000,0.09000,-0.85000,29720.00000
1.01000,0.71000,0.68000,1.51000,0.00000,-0.57000,-1.20000,21680.00000
1.01000,0.71000,0.70000,0.95000,-0.03000,-1.03000,-1.49000,13660.00000
1.01000,0.71000,0.71000,0.33000,0.00000,-1.31000,-1.68000,5604.00000
1.01000,0.71000,0.71000,0.03000,0.00000,-1.40000,-1.74000,-2316.00000
1.01000,0.71000,0.71000,0.00000,0.00000,-1.40000,-1.75000,-10268.00000
1.01000,0.71000,0.71000,0.00000,0.00000,-1.40000,-1.75000,-18100.00000
1.01000,0.71000,0.71000,0.00000,0.00000,-1.40000,-1.75000,-25912.00000
1.01000,0.71000,0.71000,0.00000,-0.03000,-1.40000,-1.75000,31784.00000
1.01000,0.71000,0.71000,0.00000,-0.06000,-1.41000,-1.75000,23804.00000
1.01000,0.71000,0.72000,0.00000,-0.59000,-1.42000,-1.76000,15812.00000
1.01000,0.71000,0.74000,0.00000,-1.17000,-1.55000,-1.86000,7820.00000
1.01000,0.71000,0.79000,0.00000,-2.17000,-1.77000,-2.04000,-156.00000
1.01000,0.71000,0.83000,0.00000,-2.45000,-2.08000,-2.29000,-8128.00000
1.00000,0.71000,0.89000,0.00000,-2.95000,-2.39000,-2.21000,-16156.00000
1.00000,0.70000,0.95000,0.00000,-2.98000,-2.12000,-1.86000,-24240.00000
1.00000,0.70000,1.01000,0.00000,-2.93000,-1.61000,-1.21000,-32300.00000
1.00000,0.70000,1.05000,0.00000,-2.37000,-1.07000,-0.33000,25164.00000
1.00000,0.70000,1.08000,0.00000,-1.62000,-0.78000,0.24000,17112.00000
1.00000,0.70000,1.09000,0.00000,-0.53000,-0.68000,0.45000,9104.00000
1.00000,0.70000,1.09000,0.00000,-0.06000,-0.66000,0.50000,1168.00000
1.00000,0.70000,1.09000,0.00000,0.00000,-0.66000,0.50000,-6732.00000
1.00000,0.70000,1.09000,0.00000,0.00000,-0.66000,0.50000,-14484.00000
1.00000,0.70000,1.09000,0.00000,0.00000,-0.66000,0.50000,-22292.00000
1.00000,0.70000,1.09000,0.00000,0.00000,-0.66000,0.50000,-30088.00000
1.00000,0.70000,1.09000,0.00000,0.00000,-0.66000,0.50000,27656.00000
1.00000,0.70000,1.09000,0.00000,0.00000,-0.66000,0.50000,19864.00000
1.00000,0.70000,1.09000,0.00000,0.00000,-0.66000,0.50000,12068.00000
1.00000,0.70000,1.09000,0.00000,0.00000,-0.66000,0.50000,4276.00000
1.00000,0.70000,1.09000,0.00000,0.00000,-0.66000,0.50000,-3464.00000
1.00000,0.70000,1.09000,0.00000,0.00000,-0.66000,0.50000,-11236.00000
1.00000,0.70000,1.09000,-0.03000,0.00000,-0.66000,0.50000,-19028.00000
1.00000,0.70000,1.09000,0.00000,0.00000,-0.66000,0.50000,-26988.00000
1.00000,0.70000,1.09000,0.00000,0.00000,-0.66000,0.50000,30748.00000
1.00000,0.70000,1.09000,-0.03000,0.00000,-0.66000,0.50000,22952.00000
1.00000,0.70000,1.09000,0.00000,0.00000,-0.66000,0.50000,15012.00000
1.00000,0.70000,1.09000,-0.03000,0.00000,-0.66000,0.50000,7204.00000
1.00000,0.70000,1.09000,-0.03000,0.00000,-0.66000,0.50000,-700.00000
1.00000,0.70000,1.09000,-0.08000,0.00000,-0.66000,0.49000,-8572.00000
1.00000,0.70000,1.09000,0.00000,0.00000,-0.66000,0.49000,-16476.00000
1.00000,0.70000,1.09000,0.00000,0.00000,-0.66000,0.49000,-24284.00000
1.00000,0.70000,1.09000,0.00000,0.00000,-0.66000,0.49000,-32076.00000
1.00000,0.70000,1.09000,0.00000,0.00000,-0.66000,0.49000,25652.00000
1.00000,0.70000,1.09000,0.00000,0.00000,-0.66000,0.49000,17860.00000
1.00000,0.70000,1.09000,0.00000,0.00000,-0.66000,0.49000,10068.00000
1.00000,0.70000,1.09000,0.00000,0.00000,-0.66000,0.49000,2268.00000
1.00000,0.70000,1.09000,0.00000,0.00000,-0.66000,0.49000,-5484.00000
1.00000,0.70000,1.09000,0.00000,0.00000,-0.66000,0.49000,-13232.00000
1.00000,0.70000,1.09000,0.00000,0.00000,-0.66000,0.49000,-21032.00000
1.00000,0.70000,1.09000,0.00000,0.00000,-0.66000,0.49000,-28832.00000
1.00000,0.70000,1.09000,0.00000,0.00000,-0.66000,0.49000,28900.00000
1.00000,0.70000,1.09000,0.00000,0.00000,-0.66000,0.49000,21108.00000
1.00000,0.70000,1.09000,0.00000,0.00000,-0.66000,0.49000,13304.00000
1.00000,0.70000,1.09000,0.00000,0.00000,-0.66000,0.49000,5508.00000
