,"x(Wd,We)","y(Wd,We)","theta(Wd,We)",Wd,We
3.5,0.0,0.0,0.0,0.0,0.0
3.57,0.0,0.0,0.0,0.0,0.0
3.64,0.0,0.0,0.0,0.0,0.0
3.71,0.0,0.0,0.0,0.0,0.0
3.78,0.0,0.0,0.0,0.0,0.0
3.85,0.0,0.0,0.0,0.0,0.0
3.92,0.0,0.0,0.0,0.0,0.0
3.99,0.0,0.0,0.0,0.0,0.0
4.06,0.0,0.0,0.0,0.0,0.0
4.13,0.0,0.0,0.0,0.0,0.0
4.2,0.0,0.0,0.0,0.0,0.0
4.27,0.0,0.0,0.0,0.0,0.0
4.34,0.0,0.0,0.0,0.0,0.0
4.41,0.0,0.0,0.0,0.0,0.0
4.48,0.0,0.0,0.0,0.0,0.0
4.55,0.0,0.0,0.0,0.0,0.0
4.62,0.0,0.0,0.0,0.0,0.0
4.69,0.0,0.0,0.0,0.0,0.0
4.76,0.0,0.0,0.0,0.0,0.0
4.83,0.0,0.0,0.0,0.0,0.0
4.9,0.0,0.0,0.0,0.0,0.0
4.97,0.0,0.0,0.0,0.0,0.0
5.04,0.0,0.0,0.0,0.0,0.0
5.11,0.0,0.0,0.0,0.0,0.0
5.18,0.0,0.0,0.0,0.0,0.0
5.25,0.0,0.0,0.0,0.0,0.0
5.32,0.0,0.0,0.0,0.0,0.0
5.39,0.0,0.0,0.0,0.0,0.0
5.46,0.0,0.0,0.0,0.0,0.0
5.53,0.0,0.0,0.0,0.0,0.0
5.6,0.0,0.0,0.0,0.0,0.0
5.67,0.0,0.0,0.0,0.0,0.0
5.74,0.0,0.0,0.0,0.0,0.0
5.81,0.0,0.0,0.0,0.0,0.0
5.88,0.0,0.0,0.0,0.0,0.0
5.95,0.0,0.0,0.0,0.0,0.0
6.02,0.0,0.0,0.0,0.0,0.0
6.09,0.0,0.0,0.0,0.0,0.0
6.16,0.0,0.0,0.0,0.0,0.0
6.23,0.0,0.0,0.0,0.0,0.0
6.3,0.0,0.0,0.0,0.0,0.0
6.37,0.0,0.0,0.0,0.0,0.0
6.44,0.0,0.0,0.0,0.0,0.0
6.51,0.0,0.0,0.0,0.0,0.0
6.58,0.0,0.0,0.0,0.0,0.0
6.65,0.0,0.0,0.0,0.0,0.0
6.72,0.0,0.0,0.0,0.0,0.0
6.79,0.0,0.0,0.0,0.0,0.0
6.86,0.0,0.0,0.0,0.0,0.0
6.93,0.0,0.0,0.0,0.0,0.0
7.0,0.0,0.0,0.0,0.0,0.0
7.07,0.0,0.0,0.0,0.0,0.0
7.14,0.0,0.0,0.0,0.0,0.0
7.21,0.0,0.0,0.0,0.0,0.0
7.28,0.0,0.0,0.0,0.0,0.0
7.35,0.0,0.0,0.0,0.0,0.0
7.42,0.0,0.0,0.0,0.0,0.0
7.49,0.0,0.0,0.0,0.0,0.0
7.56,0.0,0.0,0.0,0.0,0.0
7.63,0.0,0.0,0.0,0.0,0.0
7.7,0.0,0.0,0.0,0.0,0.0
7.77,0.0,0.0,0.0,0.0,0.0
7.84,0.0,0.0,0.0,0.0,0.0
7.91,0.0,0.0,0.0,0.0,0.0
7.98,0.0,0.0,0.0,0.0,0.0
8.05,0.0,0.0,0.0,0.0,0.0
8.12,0.0,0.0,0.0,0.0,0.0
8.19,0.0,0.0,0.0,0.0,0.0
8.26,0.0,0.0,0.0,0.0,0.0
8.33,0.0,0.0,0.0,0.0,0.0
8.4,0.0,0.0,0.0,0.0,0.0
8.47,0.0,0.0,0.0,0.0,0.0
8.54,0.0,0.0,0.0,0.0,0.0
8.61,0.0,0.0,0.0,0.0,0.0
8.68,0.0,0.0,0.0,0.0,0.0
8.75,0.0,0.0,0.0,0.0,0.0
8.82,0.0,0.0,0.0,0.0,0.0
8.89,0.0,0.0,0.0,0.0,0.0
8.96,0.0,0.0,0.0,0.0,0.0
9.03,0.0,0.0,0.0,0.0,0.0
9.1,0.0,0.0,0.0,0.0,0.0
9.17,0.0,0.0,0.0,0.0,0.0
9.24,0.0,0.0,0.0,0.0,0.0
9.31,0.0,0.0,0.0,0.0,0.0
9.38,0.0,0.0,0.0,0.0,0.0
9.45,0.0,0.0,0.0,0.0,0.0
9.52,0.0,0.0,0.0,0.0,0.0
9.59,0.0,0.0,0.0,0.68,0.71
9.66,0.01,0.0,0.01,3.29,2.79
9.73,0.02,0.0,0.03,3.84,3.11
9.8,0.03,0.0,0.06,4.49,2.87
9.87,0.03,0.0,0.08,3.68,2.58
9.94,0.04,0.0,0.08,2.98,3.12
10.01,0.05,0.0,0.08,3.05,2.84
10.08,0.05,0.0,0.08,2.98,2.84
10.15,0.06,0.0,0.08,2.86,2.72
10.22,0.07,0.0,0.09,2.88,2.74
10.29,0.07,0.0,0.09,2.94,2.8
10.36,0.08,0.0,0.09,2.91,2.81
10.43,0.09,0.01,0.09,2.77,2.67
10.5,0.09,0.01,0.09,2.55,2.63
10.57,0.1,0.01,0.1,2.73,2.49
10.64,0.11,0.01,0.11,3.11,2.52
10.71,0.12,0.01,0.11,3.47,3.36
10.78,0.12,0.01,0.11,3.75,3.86
10.85,0.13,0.01,0.11,3.82,3.94
10.92,0.14,0.01,0.1,3.87,3.97
10.99,0.15,0.01,0.1,3.52,3.73
11.06,0.16,0.01,0.1,3.58,3.75
11.13,0.17,0.01,0.09,3.37,3.55
11.2,0.18,0.01,0.09,3.25,3.48
11.27,0.18,0.01,0.09,3.22,3.36
11.34,0.19,0.02,0.09,3.18,3.11
11.41,0.2,0.02,0.08,3.04,3.23
11.48,0.21,0.02,0.08,2.87,2.97
11.55,0.21,0.02,0.07,2.6,2.97
11.62,0.22,0.02,0.07,2.69,2.88
11.69,0.23,0.02,0.06,2.48,2.81
11.76,0.23,0.02,0.06,2.42,2.76
11.83,0.24,0.02,0.05,2.4,2.69
11.9,0.24,0.02,0.05,2.34,2.58
11.97,0.25,0.02,0.04,2.3,2.56
12.04,0.25,0.02,0.04,2.19,2.51
12.11,0.26,0.02,0.03,2.23,2.47
12.18,0.27,0.02,0.03,2.19,2.42
12.25,0.27,0.02,0.02,2.08,2.38
12.32,0.28,0.02,0.02,2.19,2.42
12.39,0.28,0.02,0.01,2.17,2.31
12.46,0.29,0.02,0.01,2.2,2.2
12.53,0.29,0.02,0.01,2.21,2.24
12.6,0.3,0.02,0.01,2.2,2.26
12.67,0.3,0.02,0.01,2.19,2.33
12.74,0.31,0.02,0.01,2.12,2.27
12.81,0.31,0.02,0.0,2.15,2.34
12.88,0.32,0.02,-0.0,2.06,2.38
12.95,0.32,0.02,-0.01,2.12,2.37
13.02,0.33,0.02,-0.01,2.08,2.3
13.09,0.33,0.02,-0.02,2.05,2.21
13.16,0.34,0.02,-0.02,2.09,2.23
13.23,0.35,0.02,-0.02,2.12,2.24
13.3,0.35,0.02,-0.02,2.17,2.33
13.37,0.36,0.02,-0.03,2.27,2.44
13.44,0.36,0.02,-0.03,2.21,2.47
13.51,0.37,0.02,-0.04,2.19,2.41
13.58,0.37,0.02,-0.04,2.24,2.45
13.65,0.38,0.02,-0.04,2.26,2.44
13.72,0.38,0.02,-0.05,2.26,2.31
13.79,0.39,0.02,-0.04,2.28,2.26
13.86,0.39,0.02,-0.04,2.3,2.26
13.93,0.4,0.02,-0.04,2.34,2.3
14.0,0.41,0.02,-0.04,2.35,2.34
14.07,0.41,0.02,-0.04,2.3,2.38
14.14,0.42,0.02,-0.05,2.27,2.4
14.21,0.42,0.02,-0.05,2.33,2.45
14.28,0.43,0.02,-0.05,2.19,2.44
14.35,0.43,0.02,-0.06,2.24,2.3
14.42,0.44,0.02,-0.06,2.23,2.23
14.49,0.44,0.02,-0.06,2.19,2.21
14.56,0.45,0.02,-0.06,2.26,2.21
14.63,0.45,0.02,-0.05,2.27,2.24
14.7,0.46,0.02,-0.05,2.26,2.26
14.77,0.47,0.02,-0.06,2.23,2.34
14.84,0.47,0.01,-0.06,2.17,2.26
14.91,0.48,0.01,-0.06,2.24,2.28
14.98,0.48,0.01,-0.06,2.24,2.22
15.05,0.49,0.01,-0.06,2.2,2.09
15.12,0.49,0.01,-0.05,2.15,2.03
15.19,0.5,0.01,-0.05,2.2,2.08
15.26,0.5,0.01,-0.05,2.23,2.1
15.33,0.51,0.01,-0.05,2.24,2.13
15.4,0.51,0.01,-0.05,2.24,2.22
15.47,0.52,0.01,-0.05,2.26,2.27
15.54,0.52,0.01,-0.05,2.27,2.27
15.61,0.53,0.01,-0.05,2.21,2.26
15.68,0.53,0.01,-0.05,2.21,2.23
15.75,0.54,0.01,-0.05,2.16,2.12
15.82,0.54,0.01,-0.05,2.19,2.09
15.89,0.55,0.01,-0.04,2.2,2.1
15.96,0.55,0.01,-0.04,2.26,2.15
16.03,0.56,0.01,-0.04,2.3,2.21
16.1,0.57,0.01,-0.04,2.28,2.27
16.17,0.57,0.01,-0.04,2.19,2.3
16.24,0.58,0.01,-0.04,2.2,2.21
16.31,0.58,0.01,-0.04,2.21,2.27
16.38,0.59,0.01,-0.04,2.24,2.23
16.45,0.59,0.01,-0.04,2.21,2.15
16.52,0.6,0.01,-0.04,2.21,2.08
16.59,0.6,0.01,-0.04,2.27,2.12
16.66,0.61,0.01,-0.03,2.34,2.19
16.73,0.61,0.01,-0.03,2.3,2.19
16.8,0.62,0.01,-0.03,2.35,2.26
16.87,0.62,0.01,-0.03,2.37,2.33
16.94,0.63,0.01,-0.03,2.37,2.35
17.01,0.63,0.01,-0.03,2.31,2.31
17.08,0.64,0.01,-0.03,2.34,2.27
17.15,0.65,0.01,-0.02,2.27,2.17
17.22,0.65,0.01,-0.02,2.24,2.15
17.29,0.66,0.01,-0.02,2.28,2.19
17.36,0.66,0.01,-0.02,2.4,2.27
17.43,0.67,0.01,-0.02,2.42,2.37
17.5,0.67,0.01,-0.02,2.27,2.37
17.57,0.68,0.01,-0.02,2.3,2.4
17.64,0.68,0.01,-0.02,2.33,2.45
17.71,0.69,0.01,-0.02,2.4,2.4
17.78,0.7,0.01,-0.02,2.3,2.26
17.85,0.7,0.01,-0.02,2.23,2.13
17.92,0.71,0.01,-0.02,2.28,2.22
17.99,0.71,0.01,-0.02,2.35,2.28
18.06,0.72,0.01,-0.02,2.38,2.35
18.13,0.72,0.01,-0.02,2.35,2.4
18.2,0.73,0.01,-0.02,2.38,2.44
18.27,0.73,0.01,-0.02,2.3,2.42
18.34,0.74,0.01,-0.02,2.35,2.41
18.41,0.75,0.01,-0.02,2.23,2.26
18.48,0.75,0.01,-0.02,2.22,2.13
18.55,0.76,0.01,-0.02,2.15,2.08
18.62,0.76,0.01,-0.02,2.28,2.16
18.69,0.77,0.01,-0.02,2.41,2.31
18.76,0.77,0.0,-0.02,2.4,2.35
18.83,0.78,0.0,-0.02,2.24,2.37
18.9,0.78,0.0,-0.02,2.34,2.42
18.97,0.79,0.0,-0.02,2.35,2.45
19.04,0.79,0.0,-0.02,2.37,2.4
19.11,0.8,0.0,-0.02,2.41,2.35
19.18,0.81,0.0,-0.02,2.4,2.24
19.25,0.81,0.0,-0.01,2.41,2.26
19.32,0.82,0.0,-0.01,2.41,2.33
19.39,0.82,0.0,-0.01,2.4,2.34
19.46,0.83,0.0,-0.01,2.3,2.34
19.53,0.83,0.0,-0.01,2.37,2.37
19.6,0.84,0.0,-0.02,2.26,2.41
19.67,0.85,0.0,-0.02,2.3,2.41
19.74,0.85,0.0,-0.02,2.3,2.34
19.81,0.86,0.0,-0.02,2.28,2.27
19.88,0.86,0.0,-0.02,2.3,2.23
19.95,0.87,0.0,-0.02,2.35,2.26
20.02,0.87,0.0,-0.01,2.4,2.33
20.09,0.88,0.0,-0.01,2.28,2.34
20.16,0.88,0.0,-0.02,2.27,2.35
20.23,0.89,0.0,-0.02,2.31,2.4
20.3,0.89,0.0,-0.02,2.33,2.44
20.37,0.9,0.0,-0.02,2.38,2.38
20.44,0.91,0.0,-0.02,2.4,2.3
20.51,0.91,0.0,-0.02,2.42,2.28
20.58,0.92,0.0,-0.01,2.42,2.3
20.65,0.92,0.0,-0.01,2.37,2.31
20.72,0.93,0.0,-0.01,2.33,2.38
20.79,0.93,0.0,-0.02,2.31,2.41
20.86,0.94,0.0,-0.02,2.28,2.42
20.93,0.95,0.0,-0.02,2.26,2.42
21.0,0.95,0.0,-0.02,2.27,2.38
21.07,0.96,0.0,-0.02,2.33,2.35
21.14,0.96,0.0,-0.02,2.33,2.28
21.21,0.97,0.0,-0.02,2.35,2.26
21.28,0.97,0.0,-0.02,2.41,2.35
21.35,0.98,0.0,-0.02,2.44,2.41
21.42,0.98,0.0,-0.02,2.3,2.45
21.49,0.99,0.0,-0.02,2.3,2.41
21.56,1.0,0.0,-0.03,2.35,2.47
21.63,1.0,0.0,-0.03,2.35,2.37
21.7,1.01,0.0,-0.03,2.35,2.3
21.77,1.01,0.0,-0.02,2.27,2.2
21.84,1.02,0.0,-0.02,2.34,2.24
21.91,1.02,0.0,-0.03,1.69,1.92
21.98,1.03,0.0,-0.04,1.35,1.81
22.05,1.03,0.0,-0.04,1.17,1.55
22.12,1.03,0.0,-0.05,0.98,1.12
22.19,1.03,-0.0,-0.05,0.57,0.89
22.26,1.03,-0.0,-0.05,0.46,0.56
22.33,1.04,-0.0,-0.06,0.4,0.57
22.4,1.04,-0.0,-0.06,0.24,0.6
22.47,1.04,-0.0,-0.07,0.01,0.32
22.54,1.04,-0.0,-0.07,0.07,0.07
22.61,1.04,-0.0,-0.07,0.01,0.0
22.68,1.04,-0.0,-0.07,0.0,0.0
22.75,1.04,-0.0,-0.07,0.0,0.0
22.82,1.04,-0.0,-0.07,0.0,0.0
22.89,1.04,-0.0,-0.07,0.0,0.0
22.96,1.04,-0.0,-0.07,0.0,0.0
23.03,1.04,-0.0,-0.07,0.0,0.0
23.1,1.04,-0.0,-0.07,0.0,0.0
23.17,1.04,-0.0,-0.07,0.0,0.0
23.24,1.04,-0.0,-0.07,0.0,0.0
23.31,1.04,-0.0,-0.07,0.0,0.0
23.38,1.04,-0.0,-0.07,0.0,0.0
23.45,1.04,-0.0,-0.07,0.0,0.0
23.52,1.04,-0.0,-0.07,0.0,0.0
23.59,1.04,-0.0,-0.07,0.0,0.0
23.66,1.04,-0.0,-0.07,0.0,0.0
23.73,1.04,-0.0,-0.07,0.0,0.0
23.8,1.04,-0.0,-0.07,0.0,0.0
23.87,1.04,-0.0,-0.07,0.0,0.0
23.94,1.04,-0.0,-0.07,0.0,0.01
24.01,1.04,-0.0,-0.07,0.0,0.0
24.08,1.04,-0.0,-0.07,0.0,0.01
24.15,1.04,-0.0,-0.08,0.0,0.36
24.22,1.04,-0.0,-0.1,0.0,0.92
24.29,1.04,-0.0,-0.12,0.0,1.21
24.36,1.04,-0.0,-0.15,0.0,1.44
24.43,1.04,-0.0,-0.17,0.0,1.38
24.5,1.05,-0.0,-0.2,0.0,1.16
24.57,1.05,-0.0,-0.22,0.0,1.02
24.64,1.05,-0.0,-0.23,0.0,0.93
24.71,1.05,-0.0,-0.25,0.0,1.03
24.78,1.05,-0.0,-0.27,0.0,1.03
24.85,1.05,-0.0,-0.29,0.0,0.99
24.92,1.05,-0.0,-0.31,0.0,1.02
24.99,1.05,-0.0,-0.33,0.0,0.95
25.06,1.05,-0.0,-0.35,0.0,1.03
25.13,1.06,-0.0,-0.37,0.0,0.88
25.2,1.06,-0.0,-0.39,0.0,0.95
25.27,1.06,-0.0,-0.4,0.0,0.79
25.34,1.06,-0.01,-0.42,0.0,0.93
25.41,1.06,-0.01,-0.44,0.0,0.82
25.48,1.06,-0.01,-0.45,0.0,0.86
25.55,1.06,-0.01,-0.47,0.0,0.73
25.62,1.06,-0.01,-0.48,0.0,0.81
25.69,1.06,-0.01,-0.5,0.0,0.79
25.76,1.06,-0.01,-0.51,0.0,0.75
25.83,1.06,-0.01,-0.53,-0.01,0.81
25.9,1.06,-0.01,-0.54,0.0,0.5
25.97,1.07,-0.01,-0.55,0.0,0.4
26.04,1.07,-0.01,-0.55,0.0,0.21
26.11,1.07,-0.01,-0.55,0.0,0.03
26.18,1.07,-0.01,-0.55,0.0,0.04
26.25,1.07,-0.01,-0.55,0.0,0.01
26.32,1.07,-0.01,-0.55,0.0,0.0
26.39,1.07,-0.01,-0.55,-0.01,0.0
26.46,1.07,-0.01,-0.55,0.0,0.0
26.53,1.07,-0.01,-0.55,0.0,0.0
26.6,1.07,-0.01,-0.55,0.0,0.0
26.67,1.07,-0.01,-0.55,0.0,0.0
26.74,1.07,-0.01,-0.55,0.0,0.0
26.81,1.07,-0.01,-0.55,0.0,0.0
26.88,1.07,-0.01,-0.55,-0.01,0.0
26.95,1.07,-0.01,-0.56,-0.22,0.0
27.02,1.06,-0.01,-0.56,-0.21,0.0
27.09,1.06,-0.01,-0.56,0.0,0.0
27.16,1.06,-0.01,-0.56,-0.01,0.0
27.23,1.06,-0.01,-0.56,-0.14,0.0
27.3,1.06,-0.01,-0.56,-0.01,0.0
27.37,1.06,-0.01,-0.57,-0.13,0.0
27.44,1.06,-0.01,-0.57,-0.01,0.0
27.51,1.06,-0.01,-0.57,-0.15,0.0
27.58,1.06,-0.01,-0.58,-0.39,0.0
27.65,1.06,-0.01,-0.59,-0.93,0.0
27.72,1.06,-0.01,-0.62,-1.32,0.0
27.79,1.06,-0.01,-0.65,-1.59,0.0
27.86,1.06,-0.0,-0.68,-1.66,0.0
27.93,1.06,-0.0,-0.72,-1.66,0.0
28.0,1.06,-0.0,-0.75,-1.74,0.0
28.07,1.05,-0.0,-0.78,-1.83,0.0
28.14,1.05,0.0,-0.82,-1.98,0.0
28.21,1.05,0.0,-0.86,-2.02,0.0
28.28,1.05,0.01,-0.9,-2.1,0.0
28.35,1.05,0.01,-0.94,-2.05,0.0
28.42,1.05,0.01,-0.98,-1.81,0.0
28.49,1.05,0.01,-1.01,-1.45,0.0
28.56,1.04,0.01,-1.03,-1.25,0.0
28.63,1.04,0.01,-1.05,-0.82,0.0
28.7,1.04,0.01,-1.05,-0.36,0.0
28.77,1.04,0.01,-1.05,-0.01,-0.01
28.84,1.04,0.01,-1.05,0.0,0.0
28.91,1.04,0.01,-1.05,-0.03,0.0
28.98,1.04,0.01,-1.05,-0.01,0.0
29.05,1.04,0.01,-1.05,0.0,0.0
29.12,1.04,0.01,-1.05,-0.01,0.0
29.19,1.04,0.01,-1.05,0.0,0.0
29.26,1.04,0.01,-1.05,-0.01,0.0
29.33,1.04,0.01,-1.05,-0.01,0.0
29.4,1.04,0.01,-1.05,-0.01,0.0
29.47,1.04,0.01,-1.05,0.0,0.0
29.54,1.04,0.01,-1.05,0.0,0.0
29.61,1.04,0.01,-1.05,0.0,0.0
29.68,1.04,0.01,-1.05,0.0,0.0
29.75,1.04,0.01,-1.05,0.0,0.0
29.82,1.04,0.01,-1.05,0.0,0.0
29.89,1.04,0.01,-1.05,0.0,0.0
29.96,1.04,0.01,-1.05,0.0,0.0
30.03,1.04,0.01,-1.05,0.0,0.0
30.1,1.04,0.01,-1.05,0.0,0.0
30.17,1.04,0.01,-1.05,0.0,0.0
30.24,1.04,0.01,-1.05,0.0,0.0
30.31,1.04,0.01,-1.05,0.0,0.0
30.38,1.04,0.01,-1.05,0.0,0.0
30.45,1.04,0.01,-1.05,0.0,0.0
30.52,1.04,0.01,-1.05,0.0,0.0
30.59,1.04,0.01,-1.05,0.0,0.0
30.66,1.04,0.01,-1.05,0.0,0.0
30.73,1.04,0.01,-1.05,0.0,0.0
30.8,1.04,0.01,-1.05,0.0,0.0
30.87,1.04,0.01,-1.05,0.0,0.0
30.94,1.04,0.01,-1.05,0.0,0.0
31.01,1.04,0.01,-1.05,0.0,-0.01
31.08,1.04,0.01,-1.05,0.0,0.0
31.15,1.04,0.01,-1.05,0.0,0.0
31.22,1.04,0.01,-1.05,0.0,0.0
31.29,1.04,0.01,-1.05,0.0,0.0
31.36,1.04,0.01,-1.05,0.0,0.0
31.43,1.04,0.01,-1.05,0.0,0.0
31.5,1.04,0.01,-1.05,0.0,0.0
31.57,1.04,0.01,-1.05,0.0,0.0
31.64,1.04,0.01,-1.05,0.0,0.0
31.71,1.04,0.01,-1.05,0.0,0.0
31.78,1.04,0.01,-1.05,0.0,0.0
31.85,1.04,0.01,-1.05,0.0,0.0
31.92,1.04,0.01,-1.05,0.0,0.0
31.99,1.04,0.01,-1.05,0.0,0.0
32.06,1.04,0.01,-1.05,0.0,-0.01
32.13,1.04,0.01,-1.05,0.0,0.0
32.2,1.04,0.01,-1.05,0.0,-0.01
32.27,1.04,0.01,-1.04,0.0,-0.88
32.34,1.04,0.01,-1.02,0.0,-0.96
32.41,1.04,0.02,-1.0,0.0,-0.99
32.48,1.04,0.02,-0.98,0.0,-1.2
32.55,1.04,0.02,-0.95,0.0,-1.17
32.62,1.04,0.02,-0.93,0.0,-1.25
32.69,1.04,0.02,-0.91,0.0,-1.2
32.76,1.04,0.02,-0.89,0.0,-1.06
32.83,1.04,0.02,-0.86,0.0,-1.12
32.9,1.04,0.02,-0.84,0.0,-0.98
32.97,1.04,0.02,-0.82,0.0,-1.09
33.04,1.03,0.03,-0.8,0.0,-1.13
33.11,1.03,0.03,-0.78,0.0,-1.16
33.18,1.03,0.03,-0.76,0.0,-1.25
33.25,1.03,0.03,-0.73,0.0,-1.37
33.32,1.03,0.03,-0.7,0.0,-1.44
33.39,1.03,0.03,-0.67,0.0,-1.59
33.46,1.03,0.03,-0.64,0.0,-1.74
33.53,1.03,0.03,-0.6,-0.01,-1.83
33.6,1.02,0.03,-0.56,0.0,-1.95
33.67,1.02,0.04,-0.53,0.0,-1.94
33.74,1.02,0.04,-0.49,0.0,-1.97
33.81,1.02,0.04,-0.45,0.0,-1.78
33.88,1.02,0.04,-0.42,0.0,-1.66
33.95,1.01,0.04,-0.39,0.0,-1.41
34.02,1.01,0.04,-0.37,0.0,-1.16
34.09,1.01,0.04,-0.36,0.0,-0.74
34.16,1.01,0.04,-0.34,0.0,-0.66
34.23,1.01,0.04,-0.34,0.0,-0.22
34.3,1.01,0.04,-0.34,0.0,0.0
34.37,1.01,0.04,-0.34,0.0,0.0
34.44,1.01,0.04,-0.34,0.0,0.0
34.51,1.01,0.04,-0.34,0.0,0.0
34.58,1.01,0.04,-0.34,0.0,0.0
34.65,1.01,0.04,-0.34,0.0,0.0
34.72,1.01,0.04,-0.34,0.0,0.0
34.79,1.01,0.04,-0.34,-0.01,0.0
34.86,1.01,0.04,-0.34,0.0,0.0
34.93,1.01,0.04,-0.34,0.0,0.0
35.0,1.01,0.04,-0.34,0.0,0.0
35.07,1.01,0.04,-0.34,0.0,0.0
35.14,1.01,0.04,-0.34,0.0,0.0
35.21,1.01,0.04,-0.34,0.0,0.0
35.28,1.01,0.04,-0.34,0.0,0.0
35.35,1.01,0.04,-0.34,-0.01,0.0
35.42,1.01,0.04,-0.34,0.0,-0.01
35.49,1.01,0.04,-0.34,-0.14,0.0
35.56,1.01,0.04,-0.34,-0.03,-0.01
35.63,1.01,0.04,-0.35,-0.11,0.0
35.7,1.01,0.04,-0.35,0.0,0.0
35.77,1.01,0.04,-0.35,-0.01,0.0
35.84,1.01,0.04,-0.35,-0.11,0.0
35.91,1.01,0.04,-0.36,-0.45,0.0
35.98,1.01,0.04,-0.37,-0.82,0.0
36.05,1.01,0.04,-0.39,-0.86,0.0
36.12,1.01,0.04,-0.41,-1.07,0.0
36.19,1.01,0.04,-0.43,-1.02,0.0
36.26,1.0,0.04,-0.45,-1.0,0.0
36.33,1.0,0.04,-0.47,-0.82,0.0
36.4,1.0,0.04,-0.48,-0.92,0.0
36.47,1.0,0.04,-0.5,-0.85,0.0
36.54,1.0,0.05,-0.52,-0.93,0.0
36.61,1.0,0.05,-0.53,-0.89,0.0
36.68,1.0,0.05,-0.55,-0.99,0.0
36.75,1.0,0.05,-0.57,-0.93,0.0
36.82,1.0,0.05,-0.59,-1.12,0.0
36.89,1.0,0.05,-0.62,-1.23,0.0
36.96,0.99,0.05,-0.64,-1.25,0.0
37.03,0.99,0.05,-0.67,-1.35,0.0
37.1,0.99,0.05,-0.7,-1.41,0.0
37.17,0.99,0.05,-0.72,-1.45,0.0
37.24,0.99,0.05,-0.75,-1.42,0.0
37.31,0.99,0.05,-0.78,-1.52,0.0
37.38,0.99,0.06,-0.81,-1.55,0.0
37.45,0.99,0.06,-0.84,-1.66,-0.24
37.52,0.98,0.06,-0.85,-1.64,-0.88
37.59,0.98,0.06,-0.86,-1.46,-1.14
37.66,0.98,0.07,-0.86,-1.66,-1.48
37.73,0.98,0.07,-0.87,-1.66,-1.36
37.8,0.97,0.07,-0.87,-1.66,-1.45
37.87,0.97,0.07,-0.88,-1.62,-1.31
37.94,0.97,0.08,-0.89,-1.69,-1.2
38.01,0.97,0.08,-0.89,-1.25,-0.89
38.08,0.97,0.08,-0.9,-1.23,-0.99
38.15,0.97,0.08,-0.9,-0.86,-0.75
38.22,0.96,0.08,-0.9,-0.96,-0.88
38.29,0.96,0.08,-0.9,-0.68,-0.67
38.36,0.96,0.09,-0.9,-0.72,-0.68
38.43,0.96,0.09,-0.9,-0.38,-0.63
38.5,0.96,0.09,-0.89,0.0,-0.4
38.57,0.96,0.09,-0.89,0.0,-0.22
38.64,0.96,0.09,-0.89,0.0,0.0
38.71,0.96,0.09,-0.89,0.0,0.0
38.78,0.96,0.09,-0.89,0.0,0.0
