,"x(Wd,We)","y(Wd,We)","theta(Wd,We)",Wd,We
11.34,0.8,0.7,-0.02,2.48,2.26
11.41,0.81,0.7,-0.01,2.4,2.29
11.48,0.81,0.7,-0.01,2.34,2.37
11.55,0.82,0.7,-0.01,2.15,2.09
11.62,0.82,0.7,-0.01,2.26,2.12
11.69,0.83,0.7,-0.01,2.29,2.2
11.76,0.83,0.7,-0.01,2.45,2.31
11.83,0.84,0.7,-0.0,2.65,2.51
11.9,0.85,0.7,0.0,2.65,2.48
11.97,0.85,0.7,0.0,2.59,2.45
12.04,0.86,0.7,0.0,2.56,2.56
12.11,0.86,0.7,0.0,2.4,2.4
12.18,0.87,0.7,0.0,2.37,2.26
12.25,0.88,0.7,0.0,2.12,2.34
12.32,0.88,0.7,-0.0,2.15,2.29
12.39,0.89,0.7,-0.0,2.15,2.29
12.46,0.89,0.7,-0.01,2.26,2.37
12.53,0.9,0.7,-0.01,2.29,2.23
12.6,0.9,0.7,-0.0,2.2,2.12
12.67,0.91,0.7,-0.0,2.17,2.2
12.74,0.91,0.7,-0.0,2.03,1.98
12.81,0.92,0.7,-0.01,2.06,2.17
12.88,0.92,0.7,-0.0,2.2,2.06
12.95,0.93,0.7,-0.0,2.2,2.26
13.02,0.93,0.7,-0.01,2.37,2.45
13.09,0.94,0.7,-0.01,2.34,2.4
13.16,0.94,0.7,-0.01,2.31,2.51
13.23,0.95,0.7,-0.01,2.48,2.65
13.3,0.96,0.7,-0.02,2.37,2.42
13.37,0.96,0.7,-0.02,2.4,2.62
13.44,0.97,0.7,-0.02,2.45,2.42
13.51,0.97,0.7,-0.01,1.42,0.89
13.58,0.97,0.7,-0.0,0.42,0.2
13.65,0.97,0.7,-0.0,0.0,0.0
13.72,0.97,0.7,-0.0,0.03,0.0
13.79,0.97,0.7,-0.0,0.03,0.0
13.86,0.97,0.7,0.01,0.59,0.0
13.93,0.97,0.7,0.01,0.33,0.0
14.0,0.97,0.7,0.02,0.08,0.0
14.07,0.97,0.7,0.02,0.03,0.0
14.14,0.97,0.7,0.02,0.06,0.0
14.21,0.97,0.7,0.02,0.06,0.0
14.28,0.97,0.7,0.02,0.0,0.0
14.35,0.97,0.7,0.02,0.0,0.0
14.42,0.97,0.7,0.02,0.0,0.0
14.49,0.97,0.7,0.02,0.0,0.0
14.56,0.97,0.7,0.02,0.0,0.0
14.63,0.97,0.7,0.02,0.0,0.0
14.7,0.97,0.7,0.02,0.0,0.0
14.77,0.97,0.7,0.02,0.0,0.0
14.84,0.97,0.7,0.02,0.0,0.0
14.91,0.97,0.7,0.02,0.0,0.0
14.98,0.97,0.7,0.02,0.0,0.0
15.05,0.97,0.7,0.02,0.0,0.0
15.12,0.97,0.7,0.02,0.0,0.0
15.19,0.97,0.7,0.02,0.0,0.0
15.26,0.97,0.7,0.02,0.0,0.0
15.33,0.97,0.7,0.02,0.0,0.0
15.4,0.97,0.7,0.02,0.0,0.0
15.47,0.97,0.7,0.02,0.0,0.0
15.54,0.97,0.7,0.02,0.0,0.0
15.61,0.97,0.7,0.02,0.0,0.0
15.68,0.97,0.7,0.02,0.0,0.0
15.75,0.97,0.7,0.02,0.03,0.0
15.82,0.97,0.7,0.02,0.0,0.0
15.89,0.97,0.7,0.02,0.03,0.0
15.96,0.97,0.7,0.03,0.5,0.0
16.03,0.98,0.7,0.06,1.45,0.0
16.1,0.98,0.7,0.1,2.31,0.0
16.17,0.98,0.7,0.14,2.18,0.0
16.24,0.98,0.7,0.19,2.23,0.0
16.31,0.99,0.7,0.22,1.9,0.0
16.38,0.99,0.7,0.25,1.51,0.0
16.45,0.99,0.7,0.27,1.06,0.0
16.52,0.99,0.7,0.29,0.98,0.0
16.59,0.99,0.7,0.3,0.45,0.0
16.66,0.99,0.7,0.3,0.03,0.0
16.73,0.99,0.7,0.3,0.08,0.0
16.8,0.99,0.7,0.31,0.06,0.0
16.87,0.99,0.7,0.31,0.11,0.0
16.94,0.99,0.7,0.31,0.0,0.0
17.01,0.99,0.7,0.31,0.0,0.0
17.08,0.99,0.7,0.31,0.0,0.0
17.15,0.99,0.7,0.31,0.0,0.0
17.22,0.99,0.7,0.31,0.0,0.0
17.29,0.99,0.7,0.31,0.03,0.0
17.36,0.99,0.7,0.31,0.28,0.0
17.43,0.99,0.7,0.33,0.86,-0.03
17.5,0.99,0.7,0.36,1.73,0.0
17.57,1.0,0.71,0.4,1.87,0.0
17.64,1.0,0.71,0.44,1.9,0.0
17.71,1.0,0.71,0.47,1.51,0.0
17.78,1.0,0.71,0.48,0.89,0.0
17.85,1.0,0.71,0.5,0.78,0.0
17.92,1.0,0.71,0.51,0.5,0.0
17.99,1.0,0.71,0.51,0.06,0.0
18.06,1.0,0.71,0.51,0.0,0.0
18.13,1.0,0.71,0.51,0.0,0.0
18.2,1.0,0.71,0.51,0.0,0.0
18.27,1.0,0.71,0.51,0.0,0.0
18.34,1.0,0.71,0.51,0.0,0.0
18.41,1.0,0.71,0.51,0.0,0.0
18.48,1.0,0.71,0.51,0.0,0.0
18.55,1.0,0.71,0.51,0.0,0.0
18.62,1.0,0.71,0.51,0.0,0.0
18.69,1.0,0.71,0.51,0.0,0.0
18.76,1.0,0.71,0.51,0.0,0.0
18.83,1.0,0.71,0.51,0.03,0.0
18.9,1.0,0.71,0.52,0.31,0.0
18.97,1.0,0.71,0.53,0.84,0.0
19.04,1.0,0.71,0.56,1.65,0.0
19.11,1.01,0.71,0.61,2.26,0.0
19.18,1.01,0.71,0.65,2.37,0.0
19.25,1.01,0.71,0.68,1.51,0.0
19.32,1.01,0.71,0.7,0.95,-0.03
19.39,1.01,0.71,0.71,0.33,0.0
19.46,1.01,0.71,0.71,0.03,0.0
19.53,1.01,0.71,0.71,0.0,0.0
19.6,1.01,0.71,0.71,0.0,0.0
19.67,1.01,0.71,0.71,0.0,0.0
19.74,1.01,0.71,0.71,0.0,-0.03
19.81,1.01,0.71,0.71,0.0,-0.06
19.88,1.01,0.71,0.72,0.0,-0.59
19.95,1.01,0.71,0.74,0.0,-1.17
20.02,1.01,0.71,0.79,0.0,-2.17
20.09,1.01,0.71,0.83,0.0,-2.45
20.16,1.0,0.71,0.89,0.0,-2.95
20.23,1.0,0.7,0.95,0.0,-2.98
20.3,1.0,0.7,1.01,0.0,-2.93
20.37,1.0,0.7,1.05,0.0,-2.37
20.44,1.0,0.7,1.08,0.0,-1.62
20.51,1.0,0.7,1.09,0.0,-0.53
20.58,1.0,0.7,1.09,0.0,-0.06
20.65,1.0,0.7,1.09,0.0,0.0
20.72,1.0,0.7,1.09,0.0,0.0
20.79,1.0,0.7,1.09,0.0,0.0
20.86,1.0,0.7,1.09,0.0,0.0
20.93,1.0,0.7,1.09,0.0,0.0
21.0,1.0,0.7,1.09,0.0,0.0
21.07,1.0,0.7,1.09,0.0,0.0
21.14,1.0,0.7,1.09,0.0,0.0
21.21,1.0,0.7,1.09,0.0,0.0
21.28,1.0,0.7,1.09,0.0,0.0
21.35,1.0,0.7,1.09,-0.03,0.0
21.42,1.0,0.7,1.09,0.0,0.0
21.49,1.0,0.7,1.09,0.0,0.0
21.56,1.0,0.7,1.09,-0.03,0.0
21.63,1.0,0.7,1.09,0.0,0.0
21.7,1.0,0.7,1.09,-0.03,0.0
21.77,1.0,0.7,1.09,-0.03,0.0
21.84,1.0,0.7,1.09,-0.08,0.0
21.91,1.0,0.7,1.09,0.0,0.0
21.98,1.0,0.7,1.09,0.0,0.0
22.05,1.0,0.7,1.09,0.0,0.0
22.12,1.0,0.7,1.09,0.0,0.0
22.19,1.0,0.7,1.09,0.0,0.0
22.26,1.0,0.7,1.09,0.0,0.0
22.33,1.0,0.7,1.09,0.0,0.0
22.4,1.0,0.7,1.09,0.0,0.0
22.47,1.0,0.7,1.09,0.0,0.0
22.54,1.0,0.7,1.09,0.0,0.0
22.61,1.0,0.7,1.09,0.0,0.0
22.68,1.0,0.7,1.09,0.0,0.0
22.75,1.0,0.7,1.09,0.0,0.0
22.82,1.0,0.7,1.09,0.0,0.0
22.89,1.0,0.7,1.09,0.0,0.0
22.96,1.0,0.7,1.09,-0.03,0.0
23.03,1.0,0.7,1.09,0.0,0.0
23.1,1.0,0.7,1.09,-0.03,0.0
23.17,1.0,0.7,1.07,-1.03,0.0
23.24,1.0,0.69,1.06,-0.45,0.0
23.31,1.0,0.69,1.06,-0.25,0.0
23.38,1.0,0.69,1.06,0.0,0.0
23.45,1.0,0.69,1.06,0.0,0.0
23.52,1.0,0.69,1.06,0.0,0.0
23.59,1.0,0.69,1.06,-0.03,0.0
23.66,1.0,0.69,1.06,0.0,0.0
23.73,1.0,0.69,1.05,-0.03,0.0
23.8,1.0,0.69,1.05,-0.28,0.0
23.87,1.0,0.69,1.04,-0.7,0.0
23.94,0.99,0.69,1.01,-1.14,0.0
24.01,0.99,0.69,1.0,-0.92,0.0
24.08,0.99,0.69,0.99,-0.53,0.0
24.15,0.99,0.69,0.98,-0.28,0.0
24.22,0.99,0.69,0.97,-0.28,0.0
24.29,0.99,0.69,0.97,-0.28,0.0
24.36,0.99,0.69,0.95,-0.89,0.0
24.43,0.99,0.69,0.92,-1.56,0.0
24.5,0.99,0.69,0.89,-1.84,0.0
24.57,0.99,0.68,0.85,-2.06,0.0
24.64,0.99,0.68,0.8,-2.31,0.0
24.71,0.98,0.68,0.75,-2.4,0.0
24.78,0.98,0.68,0.7,-2.82,0.0
24.85,0.98,0.68,0.65,-2.79,-0.03
24.92,0.98,0.67,0.6,-2.68,0.0
24.99,0.98,0.67,0.56,-2.04,0.0
25.06,0.97,0.67,0.53,-1.39,0.0
25.13,0.97,0.67,0.52,-0.5,0.0
25.2,0.97,0.67,0.52,-0.03,0.0
25.27,0.97,0.67,0.52,-0.06,0.0
25.34,0.97,0.67,0.52,0.0,0.0
25.41,0.97,0.67,0.52,-0.03,0.0
25.48,0.97,0.67,0.52,-0.08,0.0
25.55,0.97,0.67,0.52,0.0,0.0
25.62,0.97,0.67,0.52,0.0,0.0
25.69,0.97,0.67,0.52,0.0,0.0
25.76,0.97,0.67,0.52,0.0,0.0
25.83,0.97,0.67,0.52,0.0,0.0
25.9,0.97,0.67,0.52,0.0,0.0
25.97,0.97,0.67,0.52,0.0,-0.03
26.04,0.97,0.67,0.52,0.0,0.0
26.11,0.97,0.67,0.52,0.0,0.0
26.18,0.97,0.67,0.54,0.0,-1.51
26.25,0.97,0.67,0.57,0.0,-1.53
26.32,0.97,0.67,0.61,0.0,-2.04
26.39,0.97,0.67,0.66,0.0,-2.34
26.46,0.96,0.66,0.71,0.0,-2.45
26.53,0.96,0.66,0.75,0.0,-2.06
26.6,0.96,0.66,0.78,0.0,-1.84
26.67,0.96,0.66,0.82,-0.03,-1.81
26.74,0.96,0.66,0.85,0.0,-1.7
26.81,0.96,0.66,0.89,0.0,-1.9
26.88,0.95,0.65,0.92,-0.03,-1.95
26.95,0.95,0.65,0.95,-1.17,-2.29
27.02,0.95,0.65,0.94,-2.23,-2.09
27.09,0.94,0.64,0.93,-2.98,-2.23
27.16,0.94,0.64,0.91,-3.01,-2.09
27.23,0.94,0.63,0.9,-2.23,-1.9
27.3,0.94,0.63,0.91,-1.31,-1.78
27.37,0.93,0.63,0.91,-1.31,-1.39
27.44,0.93,0.63,0.92,-1.12,-1.23
27.51,0.93,0.62,0.93,-0.89,-1.51
27.58,0.93,0.62,0.93,-1.25,-1.2
27.65,0.93,0.62,0.92,-1.39,-1.09
27.72,0.93,0.62,0.92,-1.23,-1.17
27.79,0.92,0.61,0.91,-1.51,-0.84
27.86,0.92,0.61,0.89,-1.17,-0.28
27.93,0.92,0.61,0.87,-1.06,0.0
28.0,0.92,0.61,0.85,-1.14,0.0
28.07,0.92,0.61,0.82,-1.2,0.0
28.14,0.92,0.61,0.8,-1.25,0.0
28.21,0.92,0.61,0.76,-1.9,-0.03
28.28,0.91,0.6,0.76,-2.03,-1.98
28.35,0.91,0.6,0.76,-2.81,-2.79
28.42,0.9,0.59,0.78,-2.95,-3.73
28.49,0.9,0.59,0.8,-2.51,-3.46
28.56,0.89,0.58,0.81,-2.98,-3.59
28.63,0.89,0.58,0.81,-2.93,-3.15
28.7,0.88,0.57,0.8,-2.82,-2.2
28.77,0.88,0.57,0.8,-2.12,-2.26
28.84,0.88,0.57,0.81,-1.62,-1.84
28.91,0.87,0.56,0.8,-1.62,-1.23
28.98,0.87,0.56,0.8,-1.48,-1.37
29.05,0.87,0.56,0.8,-1.62,-1.67
29.12,0.87,0.56,0.79,-2.03,-1.76
29.19,0.86,0.55,0.79,-2.01,-2.01
29.26,0.86,0.55,0.79,-2.17,-2.06
29.33,0.86,0.55,0.79,-2.17,-1.9
29.4,0.85,0.54,0.79,-2.06,-2.2
29.47,0.85,0.54,0.78,-2.12,-1.9
29.54,0.85,0.53,0.79,-2.15,-2.23
29.61,0.84,0.53,0.78,-2.12,-1.76
29.68,0.84,0.53,0.78,-2.23,-2.17
29.75,0.83,0.52,0.77,-2.09,-1.92
29.82,0.83,0.52,0.77,-2.26,-2.03
29.89,0.83,0.52,0.77,-2.17,-2.06
29.96,0.82,0.51,0.77,-1.95,-1.81
30.03,0.82,0.51,0.76,-2.09,-1.87
30.1,0.82,0.51,0.76,-1.9,-1.62
30.17,0.82,0.51,0.75,-1.87,-1.37
30.24,0.81,0.5,0.74,-1.92,-1.59
30.31,0.81,0.5,0.72,-2.01,-1.06
30.38,0.81,0.5,0.72,-1.73,-1.51
30.45,0.8,0.5,0.71,-1.78,-1.48
30.52,0.8,0.49,0.71,-1.73,-1.81
30.59,0.8,0.49,0.71,-2.12,-2.15
30.66,0.79,0.49,0.71,-2.31,-2.4
30.73,0.79,0.48,0.71,-2.31,-2.26
30.8,0.78,0.48,0.71,-2.42,-2.23
30.87,0.78,0.47,0.71,-2.31,-2.2
30.94,0.78,0.47,0.7,-2.29,-1.92
31.01,0.77,0.47,0.7,-2.37,-2.26
31.08,0.77,0.46,0.69,-2.29,-1.95
31.15,0.76,0.46,0.69,-2.51,-2.17
31.22,0.76,0.46,0.68,-2.4,-2.15
31.29,0.76,0.45,0.68,-2.51,-2.29
31.36,0.75,0.45,0.67,-2.62,-2.45
31.43,0.75,0.45,0.67,-2.42,-2.26
31.5,0.74,0.44,0.67,-2.26,-2.34
31.57,0.74,0.44,0.67,-2.51,-2.48
31.64,0.73,0.44,0.67,-2.37,-2.23
31.71,0.73,0.43,0.67,-2.09,-2.09
31.78,0.72,0.43,0.66,-2.17,-1.95
31.85,0.72,0.43,0.67,-1.84,-1.92
31.92,0.72,0.42,0.67,-2.09,-2.15
31.99,0.71,0.42,0.67,-1.98,-2.01
32.06,0.71,0.42,0.67,-2.23,-2.34
32.13,0.71,0.41,0.67,-2.4,-2.2
32.2,0.7,0.41,0.67,-2.09,-2.29
32.27,0.7,0.41,0.67,-2.26,-2.45
32.34,0.69,0.4,0.67,-2.34,-2.29
32.41,0.69,0.4,0.67,-2.26,-2.2
32.48,0.68,0.4,0.67,-2.62,-2.37
32.55,0.68,0.39,0.66,-2.45,-2.23
32.62,0.67,0.39,0.66,-2.48,-2.48
32.69,0.67,0.39,0.66,-2.54,-2.48
32.76,0.66,0.38,0.66,-2.68,-2.54
32.83,0.66,0.38,0.66,-2.17,-2.09
32.9,0.66,0.38,0.65,-2.48,-1.95
32.97,0.65,0.37,0.64,-2.84,-2.54
33.04,0.65,0.37,0.64,-2.62,-2.54
33.11,0.64,0.37,0.64,-2.17,-2.17
33.18,0.64,0.36,0.64,-2.06,-2.15
33.25,0.63,0.36,0.64,-2.03,-2.06
33.32,0.63,0.36,0.64,-2.03,-1.95
33.39,0.63,0.35,0.65,-1.89,-2.31
33.46,0.62,0.35,0.65,-2.06,-2.23
33.53,0.62,0.35,0.65,-2.23,-2.26
33.6,0.61,0.34,0.65,-2.42,-2.31
33.67,0.61,0.34,0.64,-2.54,-2.17
33.74,0.6,0.34,0.64,-2.62,-2.37
33.81,0.6,0.33,0.63,-2.68,-2.48
33.88,0.59,0.33,0.63,-2.7,-2.62
33.95,0.59,0.33,0.64,-2.54,-2.79
34.02,0.58,0.32,0.65,-2.26,-2.76
34.09,0.58,0.32,0.65,-2.31,-2.37
34.16,0.58,0.32,0.65,-2.2,-2.15
34.23,0.57,0.31,0.64,-2.23,-2.15
34.3,0.57,0.31,0.64,-2.23,-2.06
34.37,0.56,0.31,0.65,-1.87,-2.12
34.44,0.56,0.3,0.64,-1.95,-1.7
34.51,0.56,0.3,0.64,-2.06,-1.98
34.58,0.55,0.3,0.63,-2.15,-1.62
34.65,0.55,0.3,0.63,-2.15,-2.09
34.72,0.55,0.29,0.63,-1.95,-1.81
34.79,0.54,0.29,0.62,-2.2,-2.17
34.86,0.54,0.29,0.62,-2.12,-1.9
34.93,0.53,0.28,0.62,-2.2,-1.98
35.0,0.53,0.28,0.61,-2.4,-2.06
35.07,0.52,0.28,0.6,-2.2,-1.95
35.14,0.52,0.28,0.6,-2.68,-2.45
35.21,0.51,0.27,0.59,-2.79,-2.31
35.28,0.51,0.27,0.59,-2.73,-2.54
35.35,0.5,0.26,0.59,-2.73,-2.73
35.42,0.5,0.26,0.59,-2.68,-2.56
35.49,0.49,0.26,0.58,-2.67,-2.48
35.56,0.49,0.25,0.58,-2.48,-2.4
35.63,0.48,0.25,0.58,-2.31,-2.37
35.7,0.48,0.25,0.59,-2.15,-2.4
35.77,0.48,0.25,0.6,-1.84,-2.31
35.84,0.47,0.24,0.6,-2.03,-2.15
35.91,0.47,0.24,0.59,-1.98,-1.78
35.98,0.46,0.24,0.58,-2.34,-1.76
36.05,0.46,0.24,0.57,-2.2,-1.81
36.12,0.46,0.23,0.57,-2.34,-1.87
36.19,0.45,0.23,0.56,-2.48,-2.2
36.26,0.45,0.23,0.56,-2.4,-2.23
36.33,0.44,0.22,0.55,-2.29,-1.9
36.4,0.44,0.22,0.54,-2.59,-2.2
36.47,0.43,0.22,0.54,-2.37,-2.09
36.54,0.43,0.22,0.53,-2.62,-2.43
36.61,0.42,0.21,0.53,-2.59,-2.59
36.68,0.42,0.21,0.53,-2.51,-2.59
36.75,0.41,0.21,0.54,-2.34,-2.42
36.82,0.41,0.2,0.54,-2.4,-2.48
36.89,0.4,0.2,0.54,-2.31,-2.34
36.96,0.4,0.2,0.54,-2.06,-2.17
37.03,0.39,0.19,0.54,-2.29,-2.4
37.1,0.39,0.19,0.54,-2.01,-2.15
37.17,0.38,0.19,0.54,-1.98,-1.98
37.24,0.38,0.19,0.54,-2.01,-1.95
37.31,0.38,0.19,0.55,-1.87,-2.03
37.38,0.37,0.18,0.55,-2.09,-2.17
37.45,0.37,0.18,0.55,-1.92,-2.12
37.52,0.36,0.18,0.55,-2.59,-2.65
37.59,0.36,0.17,0.55,-2.42,-2.28
37.66,0.35,0.17,0.55,-2.79,-2.51
37.73,0.35,0.17,0.54,-2.68,-2.56
37.8,0.34,0.16,0.54,-2.62,-2.54
37.87,0.34,0.16,0.54,-2.26,-2.34
37.94,0.33,0.16,0.55,-2.17,-2.4
38.01,0.33,0.16,0.54,-2.42,-2.23
38.08,0.32,0.15,0.54,-2.2,-2.03
38.15,0.32,0.15,0.54,-2.59,-2.45
38.22,0.31,0.15,0.53,-2.17,-2.01
38.29,0.31,0.14,0.54,-2.04,-2.23
38.36,0.31,0.14,0.54,-2.09,-1.95
38.43,0.3,0.14,0.54,-1.62,-1.78
38.5,0.3,0.14,0.54,-2.01,-1.87
38.57,0.29,0.14,0.53,-2.09,-1.76
38.64,0.29,0.13,0.52,-2.37,-1.92
38.71,0.29,0.13,0.51,-2.2,-1.76
38.78,0.28,0.13,0.5,-2.48,-2.06
38.85,0.28,0.13,0.5,-2.43,-2.03
38.92,0.27,0.12,0.5,-2.37,-2.31
38.99,0.27,0.12,0.49,-2.29,-2.15
