,"x(Wd,We)","y(Wd,We)","theta(Wd,We)",Wd,We
127.82,1.35,0.31,-0.53,-2.37,-2.17
127.89,1.35,0.31,-0.54,-2.31,-1.81
127.96,1.34,0.31,-0.55,-2.51,-2.29
128.03,1.34,0.32,-0.55,-2.7,-2.45
128.1,1.33,0.32,-0.55,-2.59,-2.65
128.17,1.32,0.32,-0.54,-2.23,-2.68
128.24,1.32,0.33,-0.54,-2.4,-2.73
128.31,1.32,0.33,-0.53,-1.62,-2.06
128.38,1.31,0.33,-0.52,-2.09,-2.51
128.45,1.31,0.33,-0.52,-2.48,-2.51
128.52,1.3,0.34,-0.53,-2.59,-2.26
128.59,1.3,0.34,-0.53,-2.68,-2.48
128.66,1.29,0.34,-0.54,-2.68,-2.31
128.73,1.29,0.34,-0.54,-2.12,-2.01
128.8,1.28,0.35,-0.54,-2.23,-2.12
128.87,1.28,0.35,-0.55,-2.17,-1.92
128.94,1.27,0.35,-0.55,-2.4,-2.12
129.01,1.27,0.36,-0.56,-2.73,-2.37
129.08,1.26,0.36,-0.56,-2.65,-2.51
129.15,1.26,0.36,-0.56,-2.45,-2.62
129.22,1.25,0.37,-0.56,-2.42,-2.54
129.29,1.25,0.37,-0.56,-2.26,-2.17
129.36,1.24,0.37,-0.55,-2.2,-2.34
129.43,1.24,0.37,-0.56,-2.34,-2.29
129.5,1.23,0.38,-0.55,-2.06,-2.2
129.57,1.23,0.38,-0.55,-2.2,-2.45
129.64,1.23,0.38,-0.55,-2.29,-2.23
129.71,1.22,0.39,-0.55,-2.09,-2.06
129.78,1.22,0.39,-0.55,-2.2,-2.34
129.85,1.21,0.39,-0.54,-2.01,-2.15
129.92,1.21,0.39,-0.54,-1.98,-2.43
129.99,1.2,0.4,-0.54,-2.54,-2.48
130.06,1.2,0.4,-0.54,-2.34,-2.31
130.13,1.19,0.4,-0.53,-2.31,-2.45
130.2,1.19,0.41,-0.53,-2.4,-2.45
130.27,1.18,0.41,-0.53,-2.01,-2.03
130.34,1.18,0.41,-0.53,-2.45,-2.54
130.41,1.17,0.41,-0.53,-2.31,-2.26
130.48,1.17,0.42,-0.53,-2.2,-2.42
130.55,1.16,0.42,-0.53,-2.7,-2.76
130.62,1.16,0.42,-0.52,-2.26,-2.68
130.69,1.15,0.43,-0.52,-2.54,-2.34
130.76,1.15,0.43,-0.52,-2.43,-2.48
130.83,1.14,0.43,-0.52,-1.92,-2.2
130.9,1.14,0.43,-0.51,-1.84,-2.15
130.97,1.14,0.44,-0.5,-1.9,-2.34
131.04,1.13,0.44,-0.5,-1.98,-1.92
131.11,1.13,0.44,-0.5,-1.81,-1.95
131.18,1.12,0.44,-0.5,-1.81,-1.76
131.25,1.12,0.44,-0.5,-1.62,-1.78
131.32,1.12,0.45,-0.51,-1.7,-1.31
131.39,1.11,0.45,-0.51,-1.7,-1.67
131.46,1.11,0.45,-0.51,-1.78,-1.37
131.53,1.11,0.45,-0.52,-1.51,-1.39
131.6,1.1,0.45,-0.52,-1.95,-1.53
131.67,1.1,0.45,-0.53,-1.81,-1.31
131.74,1.1,0.46,-0.54,-2.37,-1.92
131.81,1.09,0.46,-0.55,-2.56,-2.03
131.88,1.09,0.46,-0.56,-2.54,-2.31
131.95,1.08,0.47,-0.56,-2.48,-2.34
132.02,1.08,0.47,-0.56,-2.37,-2.2
132.09,1.07,0.47,-0.56,-2.01,-2.09
132.16,1.07,0.47,-0.57,-2.2,-1.76
132.23,1.06,0.48,-0.57,-1.95,-2.01
132.3,1.06,0.48,-0.57,-2.09,-1.84
132.37,1.06,0.48,-0.58,-2.15,-2.01
132.44,1.05,0.48,-0.58,-2.17,-1.78
132.51,1.05,0.49,-0.59,-2.29,-2.06
132.58,1.04,0.49,-0.59,-2.12,-2.03
132.65,1.04,0.49,-0.59,-2.09,-1.95
132.72,1.04,0.5,-0.59,-2.26,-2.17
132.79,1.03,0.5,-0.6,-2.17,-2.03
132.86,1.03,0.5,-0.6,-2.48,-2.4
132.93,1.02,0.51,-0.61,-2.76,-2.12
133.0,1.02,0.51,-0.62,-2.68,-2.45
133.07,1.01,0.51,-0.62,-2.62,-2.4
133.14,1.01,0.52,-0.63,-2.76,-2.09
133.21,1.0,0.52,-0.64,-2.4,-2.26
133.28,1.0,0.52,-0.64,-2.17,-2.01
133.35,1.0,0.52,-0.65,-2.37,-1.98
133.42,0.99,0.53,-0.65,-2.26,-2.17
133.49,0.99,0.53,-0.66,-2.43,-2.01
133.56,0.98,0.53,-0.66,-2.45,-2.37
133.63,0.98,0.54,-0.65,-2.01,-2.34
133.7,0.97,0.54,-0.65,-2.06,-2.37
133.77,0.97,0.54,-0.64,-1.9,-2.34
133.84,0.97,0.55,-0.63,-2.23,-2.34
133.91,0.96,0.55,-0.63,-2.28,-2.42
133.98,0.96,0.55,-0.63,-2.15,-2.48
134.05,0.95,0.56,-0.62,-2.45,-2.48
134.12,0.95,0.56,-0.62,-2.17,-2.29
134.19,0.94,0.56,-0.62,-2.15,-2.51
134.26,0.94,0.57,-0.61,-2.15,-2.26
134.33,0.93,0.57,-0.61,-2.03,-2.09
134.4,0.93,0.57,-0.61,-2.31,-2.23
134.47,0.93,0.58,-0.62,-2.26,-2.09
134.54,0.92,0.58,-0.62,-2.23,-2.34
134.61,0.92,0.58,-0.62,-2.56,-2.4
134.68,0.91,0.59,-0.62,-2.34,-2.4
134.75,0.91,0.59,-0.62,-2.4,-2.45
134.82,0.9,0.59,-0.62,-2.06,-1.87
134.89,0.9,0.59,-0.62,-1.98,-1.98
134.96,0.9,0.6,-0.63,-2.2,-1.87
135.03,0.89,0.6,-0.62,-2.01,-2.2
135.1,0.89,0.6,-0.62,-2.01,-2.26
135.17,0.88,0.61,-0.62,-2.29,-2.01
135.24,0.88,0.61,-0.62,-2.2,-2.26
135.31,0.87,0.61,-0.62,-2.29,-2.26
135.38,0.87,0.62,-0.62,-2.01,-2.09
135.45,0.87,0.62,-0.62,-2.15,-2.29
135.52,0.86,0.62,-0.62,-2.45,-2.23
135.59,0.86,0.62,-0.62,-2.37,-2.29
135.66,0.85,0.63,-0.63,-2.54,-2.34
135.73,0.85,0.63,-0.63,-2.48,-2.15
135.8,0.84,0.63,-0.64,-2.48,-2.26
135.87,0.84,0.64,-0.65,-2.54,-1.95
135.94,0.84,0.64,-0.66,-2.34,-1.87
136.01,0.83,0.64,-0.66,-2.2,-2.12
136.08,0.83,0.65,-0.66,-2.17,-2.29
136.15,0.82,0.65,-0.66,-2.48,-2.51
136.22,0.82,0.65,-0.66,-2.48,-2.15
136.29,0.81,0.66,-0.67,-2.45,-2.29
136.36,0.81,0.66,-0.67,-2.17,-2.29
136.43,0.81,0.66,-0.66,-1.67,-1.95
136.5,0.8,0.67,-0.65,-1.78,-2.26
136.57,0.8,0.67,-0.65,-1.92,-2.2
136.64,0.79,0.67,-0.64,-2.17,-2.4
136.71,0.79,0.68,-0.63,-2.23,-2.7
136.78,0.78,0.68,-0.63,-2.56,-2.62
136.85,0.78,0.68,-0.63,-2.59,-2.48
136.92,0.77,0.69,-0.64,-2.73,-2.54
136.99,0.77,0.69,-0.64,-2.2,-1.95
137.06,0.77,0.69,-0.65,-2.51,-2.2
137.13,0.76,0.7,-0.65,-2.48,-2.29
137.2,0.76,0.7,-0.66,-2.56,-2.23
137.27,0.75,0.7,-0.66,-2.54,-2.37
137.34,0.75,0.71,-0.66,-2.48,-2.54
137.41,0.74,0.71,-0.66,-2.23,-2.29
137.48,0.74,0.71,-0.66,-2.37,-2.31
137.55,0.73,0.72,-0.66,-2.01,-2.15
137.62,0.73,0.72,-0.66,-2.12,-2.15
137.69,0.73,0.72,-0.65,-2.2,-2.37
137.76,0.72,0.73,-0.65,-1.98,-2.09
137.83,0.72,0.73,-0.65,-2.34,-2.26
137.9,0.71,0.73,-0.65,-2.06,-2.15
137.97,0.71,0.74,-0.65,-2.09,-2.2
138.04,0.71,0.74,-0.64,-1.98,-2.29
138.11,0.7,0.74,-0.64,-2.26,-2.37
138.18,0.7,0.75,-0.64,-2.4,-2.42
138.25,0.69,0.75,-0.64,-2.34,-2.54
138.32,0.69,0.75,-0.64,-2.34,-2.29
138.39,0.68,0.76,-0.64,-2.48,-2.29
138.46,0.68,0.76,-0.64,-2.2,-2.2
138.53,0.68,0.76,-0.65,-2.09,-1.62
138.6,0.67,0.77,-0.65,-2.04,-1.9
138.67,0.67,0.77,-0.66,-1.92,-1.78
138.74,0.66,0.77,-0.65,-2.15,-2.29
138.81,0.66,0.77,-0.65,-2.12,-2.09
138.88,0.66,0.78,-0.66,-2.65,-2.34
138.95,0.65,0.78,-0.67,-2.7,-2.45
139.02,0.65,0.78,-0.67,-2.34,-2.2
139.09,0.64,0.79,-0.67,-2.26,-2.23
139.16,0.64,0.79,-0.67,-1.76,-1.7
139.23,0.63,0.79,-0.67,-2.29,-2.29
139.3,0.63,0.8,-0.67,-2.12,-2.06
139.37,0.63,0.8,-0.67,-1.98,-2.06
139.44,0.62,0.8,-0.67,-2.26,-2.31
139.51,0.62,0.81,-0.67,-2.17,-2.03
139.58,0.61,0.81,-0.67,-2.37,-2.29
139.65,0.61,0.81,-0.67,-2.48,-2.37
139.72,0.61,0.82,-0.67,-2.17,-2.23
139.79,0.6,0.82,-0.67,-2.48,-2.43
139.86,0.6,0.82,-0.68,-2.23,-1.9
139.93,0.59,0.83,-0.68,-2.12,-2.09
140.0,0.59,0.83,-0.69,-2.29,-1.87
140.07,0.59,0.83,-0.69,-1.92,-1.95
140.14,0.58,0.84,-0.69,-2.17,-1.98
140.21,0.58,0.84,-0.7,-2.15,-1.98
140.28,0.57,0.84,-0.7,-2.34,-1.92
140.35,0.57,0.85,-0.71,-2.48,-2.26
140.42,0.57,0.85,-0.71,-2.31,-2.31
140.49,0.56,0.85,-0.71,-2.29,-2.2
140.56,0.56,0.86,-0.71,-2.4,-2.2
140.63,0.55,0.86,-0.71,-2.31,-2.37
140.7,0.55,0.86,-0.72,-2.26,-2.12
140.77,0.55,0.87,-0.72,-2.37,-2.12
140.84,0.54,0.87,-0.72,-2.2,-2.01
140.91,0.54,0.87,-0.73,-2.31,-2.23
140.98,0.53,0.88,-0.72,-2.4,-2.51
141.05,0.53,0.88,-0.72,-2.31,-2.28
141.12,0.53,0.89,-0.73,-2.48,-2.34
141.19,0.52,0.89,-0.73,-2.68,-2.65
141.26,0.52,0.89,-0.73,-2.29,-2.23
141.33,0.51,0.9,-0.73,-2.26,-2.06
141.4,0.51,0.9,-0.73,-2.2,-2.09
141.47,0.51,0.9,-0.74,-1.9,-1.78
141.54,0.5,0.91,-0.74,-2.45,-2.34
141.61,0.5,0.91,-0.74,-2.34,-2.17
141.68,0.49,0.91,-0.74,-2.48,-2.51
141.75,0.49,0.92,-0.74,-2.42,-2.54
141.82,0.48,0.92,-0.73,-1.98,-2.26
141.89,0.48,0.93,-0.73,-2.15,-2.26
141.96,0.48,0.93,-0.72,-1.95,-2.4
142.03,0.47,0.93,-0.72,-1.73,-2.15
142.1,0.47,0.94,-0.7,-1.76,-2.45
142.17,0.47,0.94,-0.7,-2.17,-2.45
142.24,0.46,0.94,-0.7,-2.45,-2.34
142.31,0.46,0.95,-0.7,-2.4,-2.42
142.38,0.45,0.95,-0.71,-2.42,-2.01
142.45,0.45,0.95,-0.7,-2.34,-2.4
142.52,0.44,0.96,-0.71,-2.29,-2.09
142.59,0.44,0.96,-0.72,-2.37,-1.87
142.66,0.44,0.96,-0.72,-2.12,-2.03
142.73,0.43,0.97,-0.72,-1.95,-1.73
142.8,0.43,0.97,-0.72,-2.04,-2.09
142.87,0.43,0.97,-0.73,-2.06,-1.95
142.94,0.42,0.98,-0.73,-2.45,-2.34
143.01,0.42,0.98,-0.73,-2.31,-2.2
143.08,0.41,0.98,-0.74,-2.37,-2.09
143.15,0.41,0.99,-0.73,-2.37,-2.43
143.22,0.41,0.99,-0.74,-2.26,-2.09
143.29,0.4,0.99,-0.74,-2.2,-2.12
143.36,0.4,1.0,-0.74,-2.23,-2.17
143.43,0.4,1.0,-0.74,-1.87,-1.87
143.5,0.39,1.0,-0.75,-2.2,-1.9
143.57,0.39,1.01,-0.75,-2.2,-1.98
143.64,0.38,1.01,-0.75,-2.43,-2.45
143.71,0.38,1.02,-0.76,-2.81,-2.42
143.78,0.37,1.02,-0.76,-2.84,-2.65
143.85,0.37,1.02,-0.76,-2.65,-2.68
143.92,0.37,1.03,-0.76,-2.59,-2.54
143.99,0.36,1.03,-0.77,-2.62,-2.26
144.06,0.36,1.04,-0.78,-2.37,-1.98
144.13,0.35,1.04,-0.78,-2.4,-1.95
144.2,0.35,1.04,-0.79,-2.34,-2.01
144.27,0.35,1.05,-0.79,-2.37,-2.23
144.34,0.34,1.05,-0.79,-2.2,-2.23
144.41,0.34,1.06,-0.79,-2.34,-2.37
144.48,0.34,1.06,-0.79,-1.73,-1.98
144.55,0.33,1.06,-0.79,-2.12,-2.17
144.62,0.33,1.07,-0.78,-1.84,-2.17
144.69,0.33,1.07,-0.78,-1.95,-2.01
144.76,0.32,1.07,-0.77,-1.73,-2.29
144.83,0.32,1.08,-0.76,-2.12,-2.4
144.9,0.31,1.08,-0.75,-2.03,-2.45
144.97,0.31,1.08,-0.75,-2.23,-2.59
145.04,0.31,1.09,-0.75,-2.37,-2.48
145.11,0.3,1.09,-0.74,-2.12,-2.17
145.18,0.3,1.09,-0.75,-2.51,-2.43
145.25,0.29,1.1,-0.75,-2.48,-2.12
145.32,0.29,1.1,-0.76,-2.48,-2.29
145.39,0.28,1.11,-0.76,-2.45,-2.51
145.46,0.28,1.11,-0.76,-2.37,-2.29
145.53,0.28,1.11,-0.76,-2.26,-2.29
145.6,0.27,1.12,-0.77,-2.37,-1.84
145.67,0.27,1.12,-0.77,-2.17,-2.23
145.74,0.27,1.12,-0.76,-2.12,-2.34
145.81,0.26,1.13,-0.77,-2.23,-2.03
145.88,0.26,1.13,-0.76,-2.03,-2.17
145.95,0.25,1.14,-0.76,-2.26,-2.17
146.02,0.25,1.14,-0.76,-2.01,-2.17
146.09,0.25,1.14,-0.76,-2.06,-2.29
146.16,0.24,1.15,-0.76,-2.17,-1.98
146.23,0.24,1.15,-0.76,-1.84,-2.03
146.3,0.24,1.15,-0.76,-2.29,-2.01
146.37,0.23,1.16,-0.76,-2.17,-2.09
146.44,0.23,1.16,-0.77,-2.42,-2.26
146.51,0.23,1.16,-0.77,-2.45,-2.12
146.58,0.22,1.17,-0.78,-2.51,-2.4
146.65,0.22,1.17,-0.78,-2.42,-2.37
146.72,0.21,1.18,-0.78,-2.2,-2.12
146.79,0.21,1.18,-0.78,-2.37,-2.31
146.86,0.21,1.18,-0.79,-2.43,-1.78
146.93,0.2,1.19,-0.8,-2.54,-2.01
147.0,0.2,1.19,-0.82,-2.48,-1.62
147.07,0.19,1.19,-0.82,-2.31,-2.2
147.14,0.19,1.2,-0.83,-2.23,-1.9
147.21,0.19,1.2,-0.83,-1.81,-1.81
147.28,0.19,1.2,-0.83,-2.09,-2.09
147.35,0.18,1.21,-0.83,-2.03,-2.03
147.42,0.18,1.21,-0.83,-2.4,-2.51
147.49,0.17,1.22,-0.82,-2.31,-2.48
147.56,0.17,1.22,-0.82,-2.4,-2.48
147.63,0.17,1.23,-0.81,-2.48,-2.84
147.7,0.16,1.23,-0.82,-2.56,-2.42
147.77,0.16,1.23,-0.81,-2.03,-2.26
147.84,0.15,1.24,-0.81,-2.45,-2.43
147.91,0.15,1.24,-0.81,-2.62,-2.76
147.98,0.15,1.25,-0.81,-2.62,-2.56
148.05,0.14,1.25,-0.81,-2.62,-2.54
148.12,0.14,1.26,-0.82,-2.59,-2.26
148.19,0.13,1.26,-0.82,-2.09,-2.06
148.26,0.13,1.26,-0.82,-2.12,-2.17
148.33,0.13,1.27,-0.82,-2.01,-1.95
148.4,0.12,1.27,-0.82,-2.15,-2.17
148.47,0.12,1.27,-0.82,-2.31,-2.26
148.54,0.12,1.28,-0.82,-2.03,-2.12
148.61,0.11,1.28,-0.82,-2.31,-2.34
148.68,0.11,1.29,-0.82,-2.17,-2.12
148.75,0.11,1.29,-0.81,-2.09,-2.31
148.82,0.1,1.29,-0.81,-2.17,-2.28
148.89,0.1,1.3,-0.81,-1.84,-1.98
148.96,0.1,1.3,-0.81,-2.29,-2.37
149.03,0.09,1.3,-0.81,-2.42,-2.45
149.1,0.09,1.31,-0.81,-2.42,-2.54
149.17,0.08,1.31,-0.81,-2.82,-2.84
149.24,0.08,1.32,-0.8,-2.59,-2.7
149.31,0.07,1.32,-0.8,-2.29,-2.4
149.38,0.07,1.33,-0.8,-2.26,-2.4
149.45,0.07,1.33,-0.8,-2.34,-2.28
149.52,0.06,1.33,-0.81,-2.03,-1.67
149.59,0.06,1.34,-0.82,-2.65,-2.12
149.66,0.06,1.34,-0.83,-2.45,-1.95
149.73,0.05,1.35,-0.82,-2.03,-2.37
149.8,0.05,1.35,-0.81,-2.12,-2.51
149.87,0.05,1.35,-0.81,-1.51,-1.87
149.94,0.04,1.36,-0.8,-2.23,-2.51
150.01,0.04,1.36,-0.8,-2.37,-2.28
150.08,0.03,1.36,-0.8,-2.62,-2.56
150.15,0.03,1.37,-0.8,-2.82,-2.82
